screening_id,customer_id,screening_date,screening_type,screening_vendor,sanctions_hit,sanctions_list,sanctions_true_match,pep_hit,pep_category,adverse_media_hit,adverse_media_category,media_source_type,adverse_media_relevant,open_source_checks_done,resolution_days,disposition
SCR003791,C01473,2024-07-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003792,C01473,2024-12-28,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003793,C01473,2025-06-26,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003794,C01473,2025-12-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003795,C01474,2025-01-15,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003796,C01474,2025-07-14,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003797,C01475,2024-04-18,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003798,C01475,2024-10-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003799,C01475,2025-04-13,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003800,C01475,2025-10-10,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003801,C01476,2024-05-15,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003802,C01476,2024-11-11,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003803,C01476,2025-05-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003804,C01476,2025-11-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003805,C01477,2024-08-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003806,C01477,2025-02-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003807,C01477,2025-08-08,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003808,C01478,2024-12-08,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003809,C01478,2025-06-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003810,C01478,2025-12-03,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003811,C01479,2025-08-20,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003812,C01480,2024-11-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003813,C01480,2025-05-09,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003814,C01480,2025-11-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003815,C01481,2025-09-03,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003816,C01482,2025-03-17,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003817,C01482,2025-09-13,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003818,C01483,2024-10-14,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003819,C01483,2025-04-12,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003820,C01483,2025-10-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003821,C01484,2025-01-07,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003822,C01484,2025-07-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003823,C01485,2024-04-13,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003824,C01485,2024-10-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003825,C01485,2025-04-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003826,C01485,2025-10-05,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003827,C01486,2025-12-14,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003828,C01487,2024-08-08,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003829,C01487,2025-02-04,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003830,C01487,2025-08-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003831,C01488,2025-10-20,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003832,C01489,2025-04-16,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003833,C01489,2025-10-13,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003834,C01490,2024-08-02,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003835,C01490,2025-01-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003836,C01490,2025-07-28,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003837,C01491,2024-12-21,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003838,C01491,2025-06-19,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003839,C01491,2025-12-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003840,C01492,2024-03-29,Initial,Dow Jones Risk,N,,,Y,Domestic PEP,Y,Organised Crime,Regulator Notice,N,Y,11,Cleared - False Positive
SCR003841,C01492,2024-09-25,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Family Member,N,,,,Y,12,Cleared - False Positive
SCR003842,C01492,2025-03-24,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Domestic PEP,N,,,,Y,9,Cleared - False Positive
SCR003843,C01492,2025-09-20,Ongoing Rescreen,LexisNexis Bridger,N,,,Y,Domestic PEP,Y,Regulatory Fine,Online Blog,N,Y,14,Cleared - False Positive
SCR003844,C01493,2025-03-26,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003845,C01493,2025-09-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003846,C01494,2024-02-17,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003847,C01494,2024-08-15,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Bribery & Corruption,Regulator Notice,N,Y,2,Cleared - False Positive
SCR003848,C01494,2025-02-11,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003849,C01494,2025-08-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003850,C01495,2025-04-12,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003851,C01495,2025-10-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003852,C01496,2024-05-24,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003853,C01496,2024-11-20,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003854,C01496,2025-05-19,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003855,C01496,2025-11-15,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003856,C01497,2024-04-03,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003857,C01497,2024-09-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003858,C01497,2025-03-29,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003859,C01497,2025-09-25,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003860,C01498,2024-06-11,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003861,C01498,2024-12-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003862,C01498,2025-06-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003863,C01498,2025-12-03,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003864,C01499,2024-03-06,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003865,C01499,2024-09-02,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003866,C01499,2025-03-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003867,C01499,2025-08-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003868,C01500,2025-10-11,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003869,C01501,2025-11-15,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR003870,C01502,2025-11-07,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003871,C01503,2025-06-09,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003872,C01503,2025-12-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003873,C01504,2024-06-17,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003874,C01504,2024-12-14,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003875,C01504,2025-06-12,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Regulatory Fine,Online Blog,N,Y,4,Cleared - False Positive
SCR003876,C01504,2025-12-09,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003877,C01505,2025-07-08,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003878,C01506,2025-07-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003879,C01507,2024-06-21,Initial,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR003880,C01507,2024-12-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR003881,C01507,2025-06-16,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR003882,C01507,2025-12-13,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR003883,C01508,2025-09-02,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003884,C01509,2025-12-29,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003885,C01510,2024-10-02,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003886,C01510,2025-03-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003887,C01510,2025-09-27,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003888,C01511,2025-03-06,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003889,C01511,2025-09-02,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003890,C01512,2025-09-29,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003891,C01513,2024-07-10,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003892,C01513,2025-01-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003893,C01513,2025-07-05,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003894,C01514,2025-12-23,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003895,C01515,2024-08-09,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003896,C01515,2025-02-05,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003897,C01515,2025-08-04,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003898,C01516,2025-12-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003899,C01517,2024-06-20,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003900,C01517,2024-12-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003901,C01517,2025-06-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003902,C01517,2025-12-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003903,C01518,2025-06-26,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003904,C01518,2025-12-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003905,C01519,2025-01-19,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003906,C01519,2025-07-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003907,C01520,2024-09-28,Initial,LexisNexis Bridger,N,,,N,,Y,Regulatory Fine,Court Records,N,Y,3,Cleared - False Positive
SCR003908,C01520,2025-03-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003909,C01520,2025-09-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003910,C01521,2024-11-16,Initial,Dow Jones Risk,Y,EU Consolidated,N,N,,N,,,,Y,2,Cleared - False Positive
SCR003911,C01521,2025-05-15,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003912,C01521,2025-11-11,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003913,C01522,2024-06-14,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003914,C01522,2024-12-11,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003915,C01522,2025-06-09,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003916,C01522,2025-12-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003917,C01523,2025-05-06,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003918,C01523,2025-11-02,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003919,C01524,2025-12-26,Initial,World-Check,N,,,N,,Y,Regulatory Fine,Regional News,N,Y,4,Cleared - False Positive
SCR003920,C01525,2025-03-04,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003921,C01525,2025-08-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003922,C01526,2024-07-20,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003923,C01526,2025-01-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003924,C01526,2025-07-15,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003925,C01527,2025-05-04,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003926,C01527,2025-10-31,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003927,C01528,2024-11-16,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003928,C01528,2025-05-15,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003929,C01528,2025-11-11,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003930,C01529,2025-11-04,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003931,C01530,2024-07-12,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003932,C01530,2025-01-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003933,C01530,2025-07-07,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003934,C01531,2025-01-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003935,C01531,2025-07-12,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003936,C01532,2024-12-28,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR003937,C01532,2025-06-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR003938,C01532,2025-12-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR003939,C01533,2025-10-09,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003940,C01534,2024-03-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003941,C01534,2024-09-17,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003942,C01534,2025-03-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003943,C01534,2025-09-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003944,C01535,2025-03-27,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003945,C01535,2025-09-23,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003946,C01536,2025-08-14,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003947,C01537,2024-09-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003948,C01537,2025-03-20,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003949,C01537,2025-09-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003950,C01538,2025-01-04,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003951,C01538,2025-07-03,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003952,C01538,2025-12-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003953,C01539,2024-08-03,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003954,C01539,2025-01-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003955,C01539,2025-07-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003956,C01540,2024-11-02,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003957,C01540,2025-05-01,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Regulatory Fine,Court Records,N,Y,3,Cleared - False Positive
SCR003958,C01540,2025-10-28,Ongoing Rescreen,Dow Jones Risk,Y,OFAC SDN,N,N,,N,,,,Y,1,Cleared - False Positive
SCR003959,C01541,2025-11-25,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR003960,C01542,2024-09-22,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003961,C01542,2025-03-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003962,C01542,2025-09-17,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003963,C01543,2024-05-27,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003964,C01543,2024-11-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003965,C01543,2025-05-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003966,C01543,2025-11-18,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003967,C01544,2025-02-27,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003968,C01544,2025-08-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003969,C01545,2024-12-09,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003970,C01545,2025-06-07,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003971,C01545,2025-12-04,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003972,C01546,2025-07-24,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003973,C01547,2024-01-27,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003974,C01547,2024-07-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003975,C01547,2025-01-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003976,C01547,2025-07-20,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003977,C01548,2025-10-21,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR003978,C01549,2025-05-28,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003979,C01549,2025-11-24,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003980,C01550,2025-09-07,Initial,Dow Jones Risk,N,,,Y,Domestic PEP,N,,,,Y,3,Cleared - False Positive
SCR003981,C01551,2024-10-24,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003982,C01551,2025-04-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003983,C01551,2025-10-19,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003984,C01552,2024-11-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003985,C01552,2025-05-20,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003986,C01552,2025-11-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003987,C01553,2024-09-01,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003988,C01553,2025-02-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003989,C01553,2025-08-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003990,C01554,2025-09-01,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003991,C01555,2024-02-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003992,C01555,2024-08-19,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR003993,C01555,2025-02-15,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003994,C01555,2025-08-14,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003995,C01556,2025-01-21,Initial,LexisNexis Bridger,N,,,Y,Close Associate,N,,,,Y,5,Cleared - False Positive
SCR003996,C01556,2025-07-20,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Close Associate,N,,,,Y,3,Cleared - False Positive
SCR003997,C01557,2024-07-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR003998,C01557,2025-01-04,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR003999,C01557,2025-07-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR004000,C01557,2025-12-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR004001,C01558,2025-04-11,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004002,C01558,2025-10-08,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004003,C01559,2025-12-05,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004004,C01560,2025-05-08,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004005,C01560,2025-11-04,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004006,C01561,2024-02-02,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004007,C01561,2024-07-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004008,C01561,2025-01-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004009,C01561,2025-07-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004010,C01562,2024-10-19,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004011,C01562,2025-04-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004012,C01562,2025-10-14,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004013,C01563,2024-01-23,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004014,C01563,2024-07-21,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004015,C01563,2025-01-17,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR004016,C01563,2025-07-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004017,C01564,2024-12-21,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004018,C01564,2025-06-19,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004019,C01564,2025-12-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004020,C01565,2024-05-07,Initial,World-Check,N,,,N,,Y,Money Laundering,Regional News,N,Y,13,Cleared - False Positive
SCR004021,C01565,2024-11-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR004022,C01565,2025-05-02,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR004023,C01565,2025-10-29,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR004024,C01566,2025-05-21,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004025,C01566,2025-11-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004026,C01567,2025-01-25,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR004027,C01567,2025-07-24,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR004028,C01568,2024-08-13,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004029,C01568,2025-02-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004030,C01568,2025-08-08,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR004031,C01569,2025-09-18,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004032,C01570,2025-06-29,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR004033,C01570,2025-12-26,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR004034,C01571,2025-04-03,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004035,C01571,2025-09-30,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR004036,C01572,2024-09-15,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR004037,C01572,2025-03-14,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
