loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L00993,C02577,BR01,Credit Card,2025-03-31,60,4400,19.96,632,Fair (580-669),0.26,,Employee,London,0,Stage 1 (Performing),N,0.0178,0.78,61,Unsecured
L00994,C00017,BR07,SME Term Loan,2025-09-02,60,88600,8.86,684,Good (670-739),0.07,,Money Services,Scotland,0,Stage 1 (Performing),N,0.0082,0.45,327,Unsecured
L00995,C02211,BR04,SME Term Loan,2026-05-27,60,77800,8.01,787,Excellent (740+),0.05,,Retail,Midlands,0,Stage 1 (Performing),N,0.0009,0.45,32,Unsecured
L00996,C01624,BR03,Mortgage,2026-02-10,300,231200,6.27,542,Poor (300-579),9.0,78.0,Director,North West,15,Stage 1 (Performing),N,0.31,0.18,12901,Property
L00997,C01913,BR01,Credit Card,2024-09-02,36,5400,20.14,632,Fair (580-669),0.11,,Employee,London,0,Stage 1 (Performing),N,0.0169,0.78,71,Unsecured
L00998,C00918,BR02,SME Term Loan,2025-11-07,12,110500,10.29,557,Poor (300-579),1.25,,Import/Export,London,45,Stage 2 (Significant increase in risk),N,0.0943,0.45,16412,Unsecured
L00999,C02845,BR06,Credit Card,2024-08-23,36,4000,20.01,654,Fair (580-669),0.11,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0118,0.78,37,Unsecured
L01000,C01639,BR01,Personal Loan,2024-07-30,24,7500,9.88,550,Poor (300-579),0.1,,Self-employed,London,0,Stage 1 (Performing),N,0.0631,0.45,213,Unsecured
L01001,C00714,BR07,Credit Card,2026-01-04,60,4400,18.91,749,Excellent (740+),0.33,,Retired,Scotland,0,Stage 1 (Performing),N,0.0026,0.78,9,Unsecured
L01002,C02019,BR09,Mortgage,2024-11-03,300,131200,6.0,616,Fair (580-669),2.55,63.2,Director,Wales,0,Stage 1 (Performing),N,0.0377,0.18,890,Property
L01003,C01822,BR04,Mortgage,2025-07-19,300,162700,5.65,608,Fair (580-669),8.72,74.7,Senior Public Official,Midlands,0,Stage 1 (Performing),N,0.19,0.18,5564,Property
L01004,C01675,BR06,Personal Loan,2024-08-24,60,12800,8.57,732,Good (670-739),0.17,,Student,Scotland,0,Stage 1 (Performing),N,0.0033,0.45,19,Unsecured
L01005,C01782,BR03,Personal Loan,2026-04-14,24,12600,8.42,747,Excellent (740+),0.21,,Employee,North West,0,Stage 1 (Performing),N,0.0026,0.45,15,Unsecured
L01006,C02876,BR10,Invoice Finance,2024-06-14,36,97400,10.3,577,Poor (300-579),0.12,,Professional Services,Northern Ireland,0,Stage 1 (Performing),N,0.031,0.45,1359,Receivables
L01007,C01406,BR04,Mortgage,2025-03-24,300,324900,4.09,828,Excellent (740+),9.0,79.6,Employee,Midlands,0,Stage 1 (Performing),N,0.0038,0.18,222,Property
L01008,C01678,BR08,Personal Loan,2025-11-24,12,14900,9.73,613,Fair (580-669),0.22,,Employee,South West,0,Stage 1 (Performing),N,0.024,0.45,161,Unsecured
L01009,C02187,BR02,SME Term Loan,2025-09-19,36,82100,8.45,746,Excellent (740+),1.29,,Hospitality,London,0,Stage 1 (Performing),N,0.0029,0.45,107,Unsecured
L01010,C02427,BR03,Commercial Mortgage,2026-08-10,300,416500,5.07,715,Good (670-739),1.16,84.2,Professional Services,North West,0,Stage 1 (Performing),N,0.0046,0.18,345,Property
L01011,C00908,BR02,Mortgage,2025-04-14,300,197000,4.89,731,Good (670-739),1.45,76.3,Employee,London,0,Stage 1 (Performing),N,0.0039,0.18,138,Property
L01012,C00929,BR04,Business Overdraft,2026-01-27,24,53900,9.75,563,Poor (300-579),0.13,,Money Services,Midlands,0,Stage 1 (Performing),N,0.0519,0.78,2182,Unsecured
L01013,C01073,BR02,Overdraft,2025-04-11,60,3100,7.71,814,Excellent (740+),0.07,,Employee,London,0,Stage 1 (Performing),N,0.0006,0.78,1,Unsecured
L01014,C00572,BR10,Mortgage,2025-09-13,300,164400,4.6,757,Excellent (740+),6.53,45.1,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0123,0.18,364,Property
L01015,C02002,BR04,Personal Loan,2025-01-14,12,8200,10.04,583,Fair (580-669),0.32,,Employee,Midlands,0,Stage 1 (Performing),N,0.0403,0.45,149,Unsecured
L01016,C00407,BR08,Mortgage,2026-03-04,300,381400,7.23,517,Poor (300-579),7.76,79.3,Employee,South West,75,Stage 2 (Significant increase in risk),N,0.4053,0.18,97386,Property
L01017,C00171,BR09,Mortgage,2025-01-27,300,149200,5.51,653,Fair (580-669),2.82,68.2,Retired,Wales,0,Stage 1 (Performing),N,0.0227,0.18,610,Property
L01018,C02363,BR09,Mortgage,2025-03-29,300,258700,5.47,639,Fair (580-669),9.0,63.5,Self-employed,Wales,0,Stage 1 (Performing),N,0.0819,0.18,3814,Property
L01019,C02537,BR02,Personal Loan,2024-08-31,36,13000,8.4,750,Excellent (740+),0.14,,Employee,London,0,Stage 1 (Performing),N,0.0024,0.45,14,Unsecured
L01020,C02012,BR03,Personal Loan,2025-11-03,24,19300,8.81,710,Good (670-739),0.81,,Employee,North West,0,Stage 1 (Performing),N,0.006,0.45,52,Unsecured
L01021,C02639,BR02,SME Term Loan,2025-03-25,24,64300,8.68,722,Good (670-739),0.22,,Construction,London,0,Stage 1 (Performing),N,0.0029,0.45,84,Unsecured
L01022,C02473,BR07,SME Term Loan,2024-09-08,36,116600,10.94,524,Poor (300-579),0.72,,Hospitality,Scotland,45,Stage 2 (Significant increase in risk),N,0.1303,0.45,23929,Unsecured
L01023,C00442,BR07,Personal Loan,2025-08-05,36,13100,8.31,767,Excellent (740+),0.17,,Employee,Scotland,0,Stage 1 (Performing),N,0.0019,0.45,11,Unsecured
L01024,C00982,BR08,Commercial Mortgage,2025-10-24,300,598600,6.09,600,Fair (580-669),0.29,43.3,Precious Metals,South West,0,Stage 1 (Performing),N,0.0226,0.18,2435,Property
L01025,C01599,BR02,Commercial Mortgage,2024-11-28,300,768700,6.71,453,Poor (300-579),0.52,72.4,Import/Export,London,15,Stage 1 (Performing),N,0.3133,0.18,43350,Property
L01026,C01503,BR04,Mortgage,2025-10-05,300,230300,7.08,530,Poor (300-579),2.19,93.5,Employee,Midlands,0,Stage 1 (Performing),N,0.1264,0.18,5240,Property
L01027,C01781,BR10,Overdraft,2025-06-09,24,2300,8.52,737,Good (670-739),0.05,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0022,0.78,4,Unsecured
L01028,C02320,BR06,SME Term Loan,2025-09-09,12,140400,9.46,597,Fair (580-669),0.23,,Real Estate,Scotland,0,Stage 1 (Performing),N,0.0233,0.45,1472,Unsecured
L01029,C00282,BR04,Business Overdraft,2024-07-31,12,13400,10.25,579,Poor (300-579),0.05,,Professional Services,Midlands,75,Stage 2 (Significant increase in risk),N,0.0392,0.78,1434,Unsecured
L01030,C01656,BR06,Credit Card,2025-08-30,12,4400,19.92,638,Fair (580-669),0.07,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0151,0.78,52,Unsecured
L01031,C00101,BR01,Commercial Mortgage,2025-12-01,300,271800,6.08,612,Fair (580-669),0.23,87.2,Technology,London,0,Stage 1 (Performing),N,0.0182,0.18,890,Property
L01032,C02712,BR05,Commercial Mortgage,2024-12-25,300,245900,6.23,609,Fair (580-669),0.33,79.0,Real Estate,North East,0,Stage 1 (Performing),N,0.0307,0.18,1359,Property
L01033,C01973,BR01,Mortgage,2026-06-23,300,109200,6.81,550,Poor (300-579),4.91,55.9,Student,London,15,Stage 1 (Performing),N,0.2117,0.18,4161,Property
L01034,C02765,BR01,Mortgage,2025-06-01,300,105600,5.62,671,Good (670-739),1.09,71.5,Retired,London,0,Stage 1 (Performing),N,0.0093,0.18,177,Property
L01035,C00409,BR01,Mortgage,2025-04-16,300,318700,4.67,752,Excellent (740+),9.0,89.6,Property Investor,London,0,Stage 1 (Performing),N,0.0134,0.18,769,Property
L01036,C02153,BR04,Credit Card,2025-02-22,12,5900,19.07,734,Good (670-739),0.1,,Employee,Midlands,0,Stage 1 (Performing),N,0.0031,0.78,14,Unsecured
L01037,C00403,BR02,Commercial Mortgage,2025-01-11,300,440800,5.09,698,Good (670-739),0.44,70.1,Retail,London,0,Stage 1 (Performing),N,0.0047,0.18,373,Property
L01038,C00994,BR03,Mortgage,2024-05-27,300,349400,4.16,840,Excellent (740+),5.86,60.3,Self-employed,North West,0,Stage 1 (Performing),N,0.003,0.18,189,Property
L01039,C01880,BR03,Mortgage,2025-10-06,300,223600,5.93,640,Fair (580-669),9.0,44.4,Employee,North West,0,Stage 1 (Performing),N,0.0807,0.18,3248,Property
L01040,C00044,BR10,Overdraft,2026-03-05,24,2000,9.2,658,Fair (580-669),0.05,,Student,Northern Ireland,0,Stage 1 (Performing),N,0.008,0.78,12,Unsecured
L01041,C02954,BR02,SME Term Loan,2026-01-22,60,59000,8.09,777,Excellent (740+),0.08,,Technology,London,0,Stage 1 (Performing),N,0.0011,0.45,29,Unsecured
L01042,C00140,BR08,Mortgage,2025-08-11,300,310600,3.95,816,Excellent (740+),4.63,78.7,Employee,South West,0,Stage 1 (Performing),N,0.0029,0.18,162,Property
L01043,C01649,BR01,Credit Card,2024-10-22,12,5800,19.14,726,Good (670-739),0.07,,Employee,London,0,Stage 1 (Performing),N,0.0035,0.78,16,Unsecured
L01044,C00249,BR01,Overdraft,2025-01-25,12,4400,9.03,679,Good (670-739),0.16,,Student,London,0,Stage 1 (Performing),N,0.0059,0.78,20,Unsecured
L01045,C02604,BR03,Invoice Finance,2025-09-26,24,42200,10.31,560,Poor (300-579),0.21,,Retail,North West,0,Stage 1 (Performing),N,0.042,0.45,798,Receivables
L01046,C02391,BR06,SME Term Loan,2025-10-22,36,84200,9.75,606,Fair (580-669),0.07,,Money Services,Scotland,45,Stage 2 (Significant increase in risk),N,0.0295,0.45,3912,Unsecured
L01047,C02371,BR09,Mortgage,2026-01-12,300,121400,4.93,727,Good (670-739),5.45,51.0,Employee,Wales,75,Stage 2 (Significant increase in risk),N,0.0167,0.18,1277,Property
L01048,C02994,BR04,Commercial Mortgage,2026-10-22,300,702200,5.53,627,Fair (580-669),0.9,40.6,Retail,Midlands,0,Stage 1 (Performing),N,0.018,0.18,2275,Property
L01049,C02240,BR06,Personal Loan,2025-04-23,60,16500,9.08,666,Fair (580-669),0.64,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0116,0.45,86,Unsecured
L01050,C01603,BR07,Mortgage,2025-12-15,300,277900,5.78,633,Fair (580-669),7.6,59.3,Retired,Scotland,0,Stage 1 (Performing),N,0.0898,0.18,4492,Property
L01051,C00771,BR01,Commercial Mortgage,2025-08-29,300,419500,4.76,744,Excellent (740+),0.41,55.8,Retail,London,0,Stage 1 (Performing),N,0.0022,0.18,166,Property
L01052,C00562,BR01,SME Term Loan,2025-06-10,12,89500,9.35,632,Fair (580-669),0.08,,Crypto Assets,London,0,Stage 1 (Performing),N,0.0125,0.45,503,Unsecured
L01053,C01410,BR03,Business Overdraft,2026-02-18,36,21400,9.21,651,Fair (580-669),0.05,,Real Estate,North West,0,Stage 1 (Performing),N,0.0189,0.78,315,Unsecured
L01054,C01724,BR06,Credit Card,2026-08-06,12,6500,18.62,798,Excellent (740+),0.29,,Employee,Scotland,0,Stage 1 (Performing),N,0.0012,0.78,6,Unsecured
L01055,C01876,BR02,Credit Card,2026-04-15,12,3000,19.16,726,Good (670-739),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0035,0.78,8,Unsecured
L01056,C00519,BR04,Mortgage,2024-10-01,300,329000,4.26,787,Excellent (740+),6.25,44.1,Retired,Midlands,0,Stage 1 (Performing),N,0.0075,0.18,444,Property
L01057,C00012,BR01,Mortgage,2024-08-19,300,251900,4.52,777,Excellent (740+),5.94,55.3,Employee,London,0,Stage 1 (Performing),N,0.0087,0.18,394,Property
L01058,C02863,BR03,Credit Card,2025-04-03,36,2600,18.46,810,Excellent (740+),0.13,,Employee,North West,0,Stage 1 (Performing),N,0.0009,0.78,2,Unsecured
L01059,C01058,BR01,Credit Card,2025-08-14,24,2100,19.47,670,Good (670-739),0.05,,Retired,London,0,Stage 1 (Performing),N,0.0089,0.78,15,Unsecured
L01060,C01457,BR02,Commercial Mortgage,2025-03-30,300,299100,5.32,689,Good (670-739),0.67,75.3,Technology,London,0,Stage 1 (Performing),N,0.006,0.18,323,Property
L01061,C00041,BR06,Credit Card,2024-10-29,12,4000,18.06,835,Excellent (740+),0.07,,Employee,Scotland,0,Stage 1 (Performing),N,0.0006,0.78,2,Unsecured
L01062,C00284,BR07,Mortgage,2026-04-07,300,124900,5.21,691,Good (670-739),2.91,54.2,Retired,Scotland,0,Stage 1 (Performing),N,0.0126,0.18,283,Property
L01063,C01188,BR07,Credit Card,2024-10-08,24,5300,20.34,615,Fair (580-669),0.13,,Employee,Scotland,0,Stage 1 (Performing),N,0.0225,0.78,93,Unsecured
L01064,C00709,BR01,Credit Card,2025-09-05,24,6700,19.2,722,Good (670-739),0.11,,Employee,London,0,Stage 1 (Performing),N,0.0038,0.78,20,Unsecured
L01065,C01371,BR01,SME Term Loan,2026-02-11,12,122000,8.07,807,Excellent (740+),0.1,,Professional Services,London,0,Stage 1 (Performing),N,0.0007,0.45,38,Unsecured
L01066,C01118,BR08,Mortgage,2025-05-16,300,104600,5.57,618,Fair (580-669),1.38,63.7,Employee,South West,75,Stage 2 (Significant increase in risk),N,0.0245,0.18,1615,Property
L01067,C00760,BR07,Mortgage,2026-02-18,300,78100,5.59,661,Fair (580-669),2.88,83.9,Student,Scotland,0,Stage 1 (Performing),N,0.0203,0.18,285,Property
L01068,C01530,BR02,Personal Loan,2024-08-05,12,17800,8.26,770,Excellent (740+),0.71,,Employee,London,0,Stage 1 (Performing),N,0.0021,0.45,17,Unsecured
L01069,C00206,BR02,Personal Loan,2024-10-13,36,23500,10.77,539,Poor (300-579),0.54,,Senior Public Official,London,45,Stage 2 (Significant increase in risk),N,0.1289,0.45,4771,Unsecured
L01070,C02230,BR07,Mortgage,2024-12-09,300,185800,5.82,595,Fair (580-669),2.07,98.4,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0448,0.18,1498,Property
L01071,C02263,BR01,Personal Loan,2024-12-08,60,15300,10.13,534,Poor (300-579),0.23,,Employee,London,0,Stage 1 (Performing),N,0.0842,0.45,580,Unsecured
L01072,C02688,BR07,Overdraft,2024-08-21,60,2200,8.72,707,Good (670-739),0.05,,Employee,Scotland,0,Stage 1 (Performing),N,0.0036,0.78,6,Unsecured
L01073,C00027,BR05,Mortgage,2025-02-07,300,167100,5.67,662,Fair (580-669),5.3,81.9,Employee,North East,15,Stage 1 (Performing),N,0.0454,0.18,1366,Property
L01074,C01589,BR06,Mortgage,2025-12-22,300,345300,4.01,810,Excellent (740+),3.83,83.5,Employee,Scotland,0,Stage 1 (Performing),N,0.0024,0.18,149,Property
L01075,C00816,BR07,Commercial Mortgage,2026-05-02,300,331600,6.13,604,Fair (580-669),0.63,77.1,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0238,0.18,1421,Property
L01076,C00086,BR02,Personal Loan,2025-04-17,60,17700,10.07,608,Fair (580-669),0.28,,Student,London,0,Stage 1 (Performing),N,0.0265,0.45,211,Unsecured
L01077,C02463,BR02,SME Term Loan,2025-03-06,12,206300,10.02,591,Fair (580-669),0.47,,Technology,London,0,Stage 1 (Performing),N,0.0279,0.45,2590,Unsecured
L01078,C01508,BR04,Credit Card,2026-06-25,36,3800,19.88,619,Fair (580-669),0.06,,Employee,Midlands,0,Stage 1 (Performing),N,0.0206,0.78,61,Unsecured
L01079,C02299,BR07,Mortgage,2025-07-23,300,511100,5.54,649,Fair (580-669),9.0,83.0,Senior Public Official,Scotland,0,Stage 1 (Performing),N,0.1059,0.18,9743,Property
L01080,C01294,BR05,Mortgage,2026-02-23,300,123700,5.79,651,Fair (580-669),2.46,63.5,Retired,North East,0,Stage 1 (Performing),N,0.0207,0.18,461,Property
L01081,C00080,BR05,SME Term Loan,2025-01-30,24,144300,9.03,673,Good (670-739),0.1,,Money Services,North East,0,Stage 1 (Performing),N,0.01,0.45,649,Unsecured
L01082,C00876,BR02,Mortgage,2025-07-05,300,222900,5.22,686,Good (670-739),8.14,82.1,Employee,London,0,Stage 1 (Performing),N,0.0392,0.18,1573,Property
L01083,C00148,BR03,Mortgage,2024-11-02,300,696900,4.29,790,Excellent (740+),9.0,57.7,Property Investor,North West,0,Stage 1 (Performing),N,0.0072,0.18,903,Property
L01084,C02259,BR09,Business Overdraft,2025-03-22,12,25700,8.95,699,Good (670-739),0.08,,Charity,Wales,0,Stage 1 (Performing),N,0.0055,0.78,110,Unsecured
L01085,C01929,BR01,Mortgage,2026-01-22,300,155700,4.5,766,Excellent (740+),1.52,70.9,Self-employed,London,0,Stage 1 (Performing),N,0.0022,0.18,62,Property
L01086,C01477,BR01,SME Term Loan,2024-11-27,60,198000,10.93,498,Poor (300-579),0.4,,Professional Services,London,0,Stage 1 (Performing),N,0.1164,0.45,10371,Unsecured
L01087,C00528,BR02,Personal Loan,2025-09-06,12,6100,9.35,613,Fair (580-669),0.13,,Employee,London,0,Stage 1 (Performing),N,0.0233,0.45,64,Unsecured
L01088,C02635,BR08,Personal Loan,2025-09-02,24,14800,9.12,654,Fair (580-669),0.65,,Employee,South West,0,Stage 1 (Performing),N,0.0142,0.45,95,Unsecured
L01089,C01458,BR06,Personal Loan,2024-04-26,36,8600,7.98,788,Excellent (740+),0.11,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0013,0.45,5,Unsecured
L01090,C01773,BR05,Business Overdraft,2025-05-13,12,46700,9.32,637,Fair (580-669),0.05,,Retail,North East,0,Stage 1 (Performing),N,0.0153,0.78,557,Unsecured
L01091,C00566,BR01,Invoice Finance,2024-12-29,12,57800,8.35,754,Excellent (740+),0.05,,Retail,London,0,Stage 1 (Performing),N,0.0016,0.45,42,Receivables
L01092,C01214,BR09,Mortgage,2025-09-26,300,325700,5.75,596,Fair (580-669),9.0,58.1,Retired,Wales,0,Stage 1 (Performing),N,0.1545,0.18,9058,Property
L01093,C01088,BR01,Commercial Mortgage,2026-03-30,300,416500,7.02,475,Poor (300-579),0.58,58.6,Import/Export,London,45,Stage 2 (Significant increase in risk),N,0.2441,0.18,64051,Property
L01094,C00311,BR06,Personal Loan,2024-11-13,12,7400,8.91,701,Good (670-739),0.26,,Employee,Scotland,0,Stage 1 (Performing),N,0.0057,0.45,19,Unsecured
L01095,C02227,BR01,Mortgage,2025-08-17,300,84700,4.21,799,Excellent (740+),1.84,96.9,Employee,London,0,Stage 1 (Performing),N,0.0014,0.18,21,Property
L01096,C00382,BR06,Mortgage,2024-07-11,300,493300,5.19,703,Good (670-739),9.0,62.5,Employee,Scotland,0,Stage 1 (Performing),N,0.0298,0.18,2646,Property
L01097,C02961,BR08,Mortgage,2026-03-19,300,246200,4.61,758,Excellent (740+),5.19,64.7,Student,South West,0,Stage 1 (Performing),N,0.0092,0.18,408,Property
L01098,C02875,BR01,Credit Card,2024-11-17,12,2400,20.15,623,Fair (580-669),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0192,0.78,36,Unsecured
L01099,C02405,BR07,Mortgage,2024-11-12,300,192800,5.49,682,Good (670-739),1.95,56.4,Employee,Scotland,0,Stage 1 (Performing),N,0.0104,0.18,361,Property
L01100,C01302,BR10,Mortgage,2025-01-06,300,345100,5.37,682,Good (670-739),3.62,81.9,Self-employed,Northern Ireland,0,Stage 1 (Performing),N,0.0186,0.18,1155,Property
L01101,C00597,BR10,Commercial Mortgage,2026-04-15,300,217300,5.66,629,Fair (580-669),0.2,71.0,Technology,Northern Ireland,0,Stage 1 (Performing),N,0.0137,0.18,536,Property
L01102,C01086,BR01,SME Term Loan,2025-08-31,24,264300,10.72,518,Poor (300-579),0.57,,Precious Metals,London,0,Stage 1 (Performing),N,0.1358,0.45,16151,Unsecured
L01103,C00493,BR02,Credit Card,2025-08-05,24,3600,19.42,690,Good (670-739),0.1,,Employee,London,0,Stage 1 (Performing),N,0.0065,0.78,18,Unsecured
L01104,C00579,BR05,Personal Loan,2024-04-27,12,10300,9.24,649,Fair (580-669),0.4,,Retired,North East,0,Stage 1 (Performing),N,0.0142,0.45,66,Unsecured
L01105,C01162,BR02,Mortgage,2024-12-16,300,394000,5.9,634,Fair (580-669),8.54,73.1,Employee,London,0,Stage 1 (Performing),N,0.0884,0.18,6269,Property
L01106,C01778,BR09,Personal Loan,2026-01-31,60,13300,7.74,815,Excellent (740+),0.57,,Employee,Wales,0,Stage 1 (Performing),N,0.001,0.45,6,Unsecured
L01107,C02495,BR10,Personal Loan,2025-10-15,24,7700,8.32,769,Excellent (740+),0.19,,Student,Northern Ireland,0,Stage 1 (Performing),N,0.0018,0.45,6,Unsecured
L01108,C02543,BR04,Personal Loan,2026-07-28,12,18200,9.13,686,Good (670-739),0.33,,Employee,Midlands,0,Stage 1 (Performing),N,0.0075,0.45,61,Unsecured
L01109,C02183,BR03,Overdraft,2025-03-09,12,3100,8.99,664,Fair (580-669),0.09,,Retired,North West,0,Stage 1 (Performing),N,0.0074,0.78,18,Unsecured
L01110,C02152,BR01,SME Term Loan,2025-09-04,24,158300,11.44,456,Poor (300-579),0.26,,Real Estate,London,100,Stage 3 (Credit-impaired),Y,0.2838,0.45,181948,Unsecured
L01111,C02558,BR03,Credit Card,2025-07-26,12,2700,18.93,749,Excellent (740+),0.05,,Student,North West,0,Stage 1 (Performing),N,0.0024,0.78,5,Unsecured
L01112,C02663,BR04,Mortgage,2024-06-22,300,133600,6.15,599,Fair (580-669),6.14,60.0,Employee,Midlands,15,Stage 1 (Performing),N,0.148,0.18,3559,Property
L01113,C01607,BR04,Mortgage,2025-04-25,300,292800,3.81,844,Excellent (740+),8.44,73.1,Student,Midlands,0,Stage 1 (Performing),N,0.0029,0.18,153,Property
L01114,C02097,BR08,Overdraft,2026-01-25,60,2100,10.33,523,Poor (300-579),0.05,,Employee,South West,0,Stage 1 (Performing),N,0.0714,0.78,117,Unsecured
L01115,C02471,BR02,Mortgage,2025-04-26,300,84100,4.89,731,Good (670-739),2.76,68.1,Self-employed,London,0,Stage 1 (Performing),N,0.0062,0.18,94,Property
L01116,C02508,BR01,Personal Loan,2024-07-07,12,9300,7.9,793,Excellent (740+),0.26,,Student,London,0,Stage 1 (Performing),N,0.0012,0.45,5,Unsecured
L01117,C01425,BR03,Commercial Mortgage,2026-01-23,300,558600,6.02,609,Fair (580-669),1.59,56.6,Real Estate,North West,0,Stage 1 (Performing),N,0.0305,0.18,3067,Property
L01118,C01803,BR08,Commercial Mortgage,2024-12-01,300,304500,5.0,711,Good (670-739),0.44,79.2,Crypto Assets,South West,0,Stage 1 (Performing),N,0.006,0.18,329,Property
L01119,C02191,BR03,SME Term Loan,2024-04-17,60,169200,8.14,779,Excellent (740+),0.38,,Technology,North West,0,Stage 1 (Performing),N,0.0012,0.45,91,Unsecured
L01120,C01209,BR05,Credit Card,2025-10-06,24,3200,18.56,778,Excellent (740+),0.05,,Retired,North East,0,Stage 1 (Performing),N,0.0015,0.78,4,Unsecured
L01121,C02848,BR01,Invoice Finance,2025-04-22,60,57600,10.45,506,Poor (300-579),0.11,,Money Services,London,0,Stage 1 (Performing),N,0.1405,0.45,3642,Receivables
L01122,C02487,BR08,Overdraft,2025-07-08,12,1200,8.25,781,Excellent (740+),0.05,,Retired,South West,0,Stage 1 (Performing),N,0.001,0.78,1,Unsecured
L01123,C02186,BR03,Mortgage,2025-06-18,300,154000,4.47,779,Excellent (740+),3.17,79.2,Self-employed,North West,0,Stage 1 (Performing),N,0.0032,0.18,89,Property
L01124,C00921,BR03,SME Term Loan,2025-08-20,36,87500,8.67,717,Good (670-739),0.29,,Retail,North West,0,Stage 1 (Performing),N,0.0033,0.45,130,Unsecured
L01125,C01298,BR08,Commercial Mortgage,2025-11-02,300,545100,5.21,696,Good (670-739),1.43,70.7,Money Services,South West,0,Stage 1 (Performing),N,0.0108,0.18,1060,Property
L01126,C01968,BR10,Invoice Finance,2026-03-02,60,65300,8.97,672,Good (670-739),0.18,,Technology,Northern Ireland,0,Stage 1 (Performing),N,0.0067,0.45,197,Receivables
L01127,C01532,BR01,SME Term Loan,2025-01-10,24,153100,12.43,407,Poor (300-579),0.21,,Import/Export,London,150,Stage 3 (Credit-impaired),Y,0.4684,0.45,290434,Unsecured
L01128,C01694,BR02,Credit Card,2026-02-09,24,1500,19.09,732,Good (670-739),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0032,0.78,4,Unsecured
L01129,C01207,BR01,Mortgage,2024-11-09,300,222600,4.59,773,Excellent (740+),9.0,60.2,Self-employed,London,0,Stage 1 (Performing),N,0.0095,0.18,381,Property
L01130,C00434,BR10,Mortgage,2024-07-01,300,206200,5.67,665,Fair (580-669),6.46,71.8,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0547,0.18,2030,Property
L01131,C02446,BR03,Mortgage,2024-10-17,300,137700,5.05,701,Good (670-739),6.96,74.7,Employee,North West,0,Stage 1 (Performing),N,0.0308,0.18,763,Property
L01132,C02484,BR01,Personal Loan,2025-09-11,60,11800,8.97,663,Fair (580-669),0.58,,Student,London,0,Stage 1 (Performing),N,0.012,0.45,64,Unsecured
L01133,C02291,BR07,Credit Card,2024-05-12,36,2900,19.35,708,Good (670-739),0.21,,Employee,Scotland,0,Stage 1 (Performing),N,0.005,0.78,11,Unsecured
L01134,C01671,BR07,Personal Loan,2025-09-20,12,14500,9.89,515,Poor (300-579),0.26,,Employee,Scotland,0,Stage 1 (Performing),N,0.1131,0.45,738,Unsecured
L01135,C00983,BR04,Commercial Mortgage,2025-11-21,300,359500,7.83,439,Poor (300-579),0.14,56.6,Import/Export,Midlands,15,Stage 1 (Performing),N,0.3353,0.18,21697,Property
L01136,C02576,BR02,Credit Card,2025-04-08,60,5000,19.46,687,Good (670-739),0.27,,Employee,London,0,Stage 1 (Performing),N,0.0072,0.78,28,Unsecured
L01137,C01061,BR06,Credit Card,2025-07-21,36,2700,20.01,607,Fair (580-669),0.15,,Employee,Scotland,0,Stage 1 (Performing),N,0.0258,0.78,54,Unsecured
L01138,C01729,BR03,Commercial Mortgage,2025-11-12,300,742800,6.15,575,Poor (300-579),0.45,75.8,Retail,North West,15,Stage 1 (Performing),N,0.0358,0.18,4787,Property
L01139,C01904,BR07,Credit Card,2025-06-27,24,4800,19.86,618,Fair (580-669),0.17,,Senior Public Official,Scotland,0,Stage 1 (Performing),N,0.0337,0.78,126,Unsecured
L01140,C01225,BR05,Credit Card,2024-06-30,24,8900,19.05,732,Good (670-739),0.28,,Employee,North East,0,Stage 1 (Performing),N,0.0034,0.78,24,Unsecured
L01141,C02645,BR04,Credit Card,2025-10-28,12,3800,19.8,645,Fair (580-669),0.07,,Student,Midlands,0,Stage 1 (Performing),N,0.0135,0.78,40,Unsecured
L01142,C00207,BR06,Mortgage,2024-12-21,300,175600,6.37,560,Poor (300-579),3.72,75.3,Employee,Scotland,15,Stage 1 (Performing),N,0.1303,0.18,4119,Property
L01143,C02262,BR04,Mortgage,2024-11-02,300,233900,5.16,688,Good (670-739),7.87,79.3,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0379,0.18,1596,Property
L01144,C01770,BR02,Commercial Mortgage,2026-06-17,300,340500,6.08,532,Poor (300-579),0.45,62.3,Professional Services,London,100,Stage 3 (Credit-impaired),Y,0.1066,0.18,58802,Property
L01145,C00749,BR03,Mortgage,2024-11-30,300,137800,4.67,759,Excellent (740+),5.04,54.1,Employee,North West,0,Stage 1 (Performing),N,0.0086,0.18,213,Property
