bdd_id,customer_id,company_reg_number,incorporation_country,legal_structure,industry,sector_risk,cash_intensive,years_trading,ownership_layers,ubo_count,ubo_identified,ubo_verified,complex_structure_flag,companies_house_check,directors_screened,financial_statements_reviewed,expected_monthly_turnover_gbp,website_and_trading_address_verified,shell_company_indicators,bdd_outcome
BDD0361,C01185,13509316,United Kingdom,Private Limited,Construction,Standard,N,26,4,2,N,N,Y,Match,Y,Y,65600,Y,N,Rejected
BDD0362,C01186,11782570,United Kingdom,Private Limited,Crypto Assets,High,N,32,1,2,Y,Y,N,Match,Y,N,27800,Y,N,Satisfactory
BDD0363,C01199,12104991,UAE,Private Limited,Professional Services,Standard,N,2,2,1,Y,N,Y,N/A (non-UK),Y,Y,168500,Y,N,Satisfactory
BDD0364,C01203,12949816,United Kingdom,Trust,Hospitality,Standard,Y,36,2,3,Y,Y,N,Match,Y,Y,26100,Y,N,Satisfactory
BDD0365,C01205,11427908,United Kingdom,Private Limited,Technology,Standard,N,2,2,1,Y,Y,N,Match,Y,Y,143600,Y,N,Satisfactory
BDD0366,C01206,14225228,United Kingdom,Private Limited,Professional Services,Standard,N,36,3,2,Y,Y,Y,Match,Y,Y,69000,Y,N,Satisfactory
BDD0367,C01210,13994966,Ireland,Private Limited,Money Services,High,Y,22,1,4,Y,Y,N,N/A (non-UK),Y,Y,102200,Y,N,Satisfactory
BDD0368,C01212,11019371,India,Private Limited,Professional Services,Standard,N,34,4,4,Y,Y,Y,N/A (non-UK),Y,N,56700,Y,N,Satisfactory
BDD0369,C01219,10208889,Hong Kong,Foundation,Real Estate,High,N,36,3,1,N,N,Y,N/A (non-UK),Y,Y,45600,Y,Y,Referred to EDD
BDD0370,C01220,11197952,Germany,Private Limited,Professional Services,Standard,N,35,1,2,Y,Y,N,N/A (non-UK),Y,Y,22800,N,N,Satisfactory
BDD0371,C01224,12288890,United Kingdom,Private Limited,Import/Export,High,N,28,1,1,Y,Y,N,Match,Y,Y,112300,Y,N,Satisfactory
BDD0372,C01226,11518471,India,LLP,Hospitality,Standard,Y,4,1,1,Y,Y,N,N/A (non-UK),Y,Y,112900,Y,N,Satisfactory
BDD0373,C01231,13373430,Hong Kong,LLP,Technology,Standard,N,28,2,1,N,N,Y,N/A (non-UK),Y,Y,104100,Y,N,Referred to EDD
BDD0374,C01234,12862397,United Kingdom,Private Limited,Retail,Standard,Y,21,4,4,Y,N,Y,Match,Y,Y,479800,Y,Y,Referred to EDD
BDD0375,C01235,12344753,United Kingdom,Private Limited,Professional Services,Standard,N,31,1,3,Y,Y,N,Match,Y,Y,128300,Y,N,Satisfactory
BDD0376,C01236,12076336,France,Private Limited,Crypto Assets,High,N,39,4,1,Y,N,Y,N/A (non-UK),Y,Y,111400,Y,N,Satisfactory
BDD0377,C01239,14351032,United Kingdom,Private Limited,Charity,Standard,N,18,3,2,Y,Y,Y,Match,Y,N,44600,N,N,Satisfactory
BDD0378,C01242,10515695,United Kingdom,Private Limited,Professional Services,Standard,N,10,3,3,Y,Y,Y,Match,Y,Y,17200,Y,N,Satisfactory
BDD0379,C01245,12110012,United Kingdom,Private Limited,Technology,Standard,N,29,1,2,Y,Y,N,Match,Y,Y,20900,Y,N,Satisfactory
BDD0380,C01251,11603510,Germany,LLP,Real Estate,High,N,9,1,2,Y,Y,N,N/A (non-UK),Y,Y,64600,N,N,Satisfactory
BDD0381,C01252,14639549,Nigeria,LLP,Construction,Standard,N,19,2,1,Y,Y,N,N/A (non-UK),Y,Y,80900,Y,N,Satisfactory
BDD0382,C01255,14964672,United Kingdom,Private Limited,Crypto Assets,High,N,28,4,1,Y,Y,Y,Match,Y,Y,26600,Y,N,Satisfactory
BDD0383,C01272,15065324,Nigeria,Private Limited,Precious Metals,High,Y,37,3,1,N,N,Y,N/A (non-UK),Y,Y,65900,Y,N,Rejected
BDD0384,C01274,13099312,Nigeria,Private Limited,Money Services,High,Y,29,2,1,Y,Y,N,N/A (non-UK),Y,N,112100,Y,N,Satisfactory
BDD0385,C01275,15514791,United Kingdom,LLP,Hospitality,Standard,Y,28,3,4,Y,Y,Y,Match,Y,Y,83600,Y,N,Satisfactory
BDD0386,C01278,15684550,United Kingdom,Private Limited,Construction,Standard,N,20,1,4,Y,Y,N,Match,Y,Y,151200,Y,N,Satisfactory
BDD0387,C01284,15458514,India,LLP,Retail,Standard,Y,12,1,3,Y,N,N,N/A (non-UK),Y,N,38500,Y,N,Satisfactory
BDD0388,C01285,11664273,United Kingdom,Private Limited,Import/Export,High,N,34,3,1,Y,N,Y,Match,Y,N,56800,Y,N,Satisfactory
BDD0389,C01287,12184405,United Kingdom,Partnership,Money Services,High,Y,14,3,1,Y,Y,Y,Discrepancy,Y,Y,33900,Y,N,Remediation Required
BDD0390,C01289,11572136,United Kingdom,Private Limited,Technology,Standard,N,8,2,4,Y,Y,N,Match,Y,Y,22800,Y,N,Satisfactory
BDD0391,C01291,13947832,United Kingdom,Private Limited,Technology,Standard,N,25,1,2,Y,N,N,Match,Y,Y,20200,Y,N,Satisfactory
BDD0392,C01292,12554165,United Kingdom,Private Limited,Import/Export,High,N,36,1,3,Y,Y,N,Match,Y,Y,89700,Y,N,Satisfactory
BDD0393,C01295,13832947,France,Private Limited,Real Estate,High,N,18,1,3,Y,Y,N,N/A (non-UK),Y,N,51700,Y,N,Satisfactory
BDD0394,C01298,10476486,United Kingdom,Private Limited,Money Services,High,Y,14,3,3,Y,Y,Y,Match,Y,Y,32000,Y,Y,Referred to EDD
BDD0395,C01303,10811762,United Kingdom,Partnership,Precious Metals,High,Y,6,2,2,Y,Y,N,Match,Y,Y,147200,Y,N,Satisfactory
BDD0396,C01307,11897553,United Kingdom,LLP,Import/Export,High,N,32,3,3,Y,Y,Y,Match,Y,Y,252500,Y,N,Satisfactory
BDD0397,C01309,15854316,United Kingdom,Private Limited,Professional Services,Standard,N,25,1,4,Y,Y,N,Match,Y,Y,27200,Y,N,Satisfactory
BDD0398,C01310,12162809,India,LLP,Real Estate,High,N,7,3,4,Y,Y,Y,N/A (non-UK),Y,Y,11200,Y,N,Satisfactory
BDD0399,C01311,11634366,United Kingdom,LLP,Professional Services,Standard,N,24,2,3,Y,Y,N,Match,Y,Y,143800,Y,N,Satisfactory
BDD0400,C01312,13729876,United Kingdom,Private Limited,Retail,Standard,Y,14,1,1,Y,N,N,Match,Y,Y,11000,N,N,Satisfactory
BDD0401,C01313,15970250,United Kingdom,Private Limited,Retail,Standard,Y,0,4,1,N,N,Y,Match,Y,Y,8400,Y,Y,Referred to EDD
BDD0402,C01314,10851881,United Kingdom,Private Limited,Precious Metals,High,Y,25,1,2,Y,Y,N,Match,Y,Y,16600,Y,N,Satisfactory
BDD0403,C01316,12232613,United Kingdom,PLC,Hospitality,Standard,Y,15,1,4,Y,Y,N,Match,Y,Y,65300,Y,N,Satisfactory
BDD0404,C01319,15331931,United Kingdom,Private Limited,Professional Services,Standard,N,8,3,4,Y,Y,Y,Match,Y,Y,47800,N,N,Satisfactory
BDD0405,C01320,15723540,United Kingdom,Private Limited,Charity,Standard,N,29,2,2,Y,N,N,Match,Y,Y,50700,Y,N,Satisfactory
BDD0406,C01321,15257334,United Kingdom,Private Limited,Real Estate,High,N,8,3,1,N,N,Y,Match,Y,Y,7700,Y,N,Referred to EDD
BDD0407,C01329,12138278,France,PLC,Technology,Standard,N,7,2,3,Y,Y,N,N/A (non-UK),Y,Y,13200,Y,N,Satisfactory
BDD0408,C01331,13178561,United Kingdom,Private Limited,Professional Services,Standard,N,7,4,3,Y,Y,Y,Match,Y,Y,60400,Y,Y,Rejected
BDD0409,C01336,15243402,United Kingdom,Trust,Construction,Standard,N,34,1,1,Y,Y,N,Match,Y,Y,30000,N,N,Satisfactory
BDD0410,C01339,12525070,United Kingdom,LLP,Hospitality,Standard,Y,17,2,4,Y,Y,N,Match,Y,Y,109600,Y,N,Satisfactory
BDD0411,C01340,15325735,United Kingdom,Private Limited,Precious Metals,High,Y,22,1,4,Y,Y,N,Match,Y,Y,93500,Y,N,Satisfactory
BDD0412,C01347,14191257,Ireland,Foundation,Construction,Standard,N,33,1,4,Y,N,N,N/A (non-UK),Y,Y,12100,Y,N,Satisfactory
BDD0413,C01351,11133150,United Kingdom,PLC,Retail,Standard,Y,16,4,3,N,N,Y,Match,Y,Y,120800,N,N,Rejected
BDD0414,C01353,11223404,UAE,Private Limited,Retail,Standard,Y,10,1,4,Y,Y,Y,N/A (non-UK),Y,Y,34200,Y,N,Satisfactory
BDD0415,C01354,13499456,United Kingdom,Private Limited,Technology,Standard,N,39,2,1,Y,Y,N,Match,Y,Y,22100,N,N,Satisfactory
BDD0416,C01359,13383925,Pakistan,Private Limited,Money Services,High,Y,24,1,1,Y,Y,N,N/A (non-UK),Y,Y,51200,Y,N,Satisfactory
BDD0417,C01361,15271673,Russia,Private Limited,Charity,Standard,N,25,1,1,Y,Y,N,N/A (non-UK),Y,Y,40800,Y,N,Satisfactory
BDD0418,C01369,11722782,United Kingdom,Trust,Construction,Standard,N,11,2,3,Y,Y,N,Match,Y,Y,25300,N,N,Satisfactory
BDD0419,C01371,14323779,United Kingdom,Private Limited,Professional Services,Standard,N,37,1,2,Y,Y,N,Match,Y,Y,79200,Y,N,Satisfactory
BDD0420,C01378,15536991,United Kingdom,Private Limited,Import/Export,High,N,13,2,3,Y,Y,N,Match,Y,Y,159400,Y,N,Satisfactory
BDD0421,C01387,14247451,United Kingdom,Private Limited,Crypto Assets,High,N,39,3,1,N,N,Y,Match,Y,Y,53000,Y,N,Rejected
BDD0422,C01389,12882741,United Kingdom,Partnership,Hospitality,Standard,Y,24,2,2,Y,Y,N,Match,Y,N,48200,Y,N,Satisfactory
BDD0423,C01392,15680264,Cyprus,Trust,Charity,Standard,N,18,1,2,Y,Y,Y,N/A (non-UK),Y,Y,54500,Y,Y,Rejected
BDD0424,C01394,13036288,United Kingdom,Private Limited,Hospitality,Standard,Y,28,2,3,Y,Y,N,Match,Y,Y,23400,N,N,Satisfactory
BDD0425,C01397,12579880,United Kingdom,Private Limited,Crypto Assets,High,N,14,1,2,Y,Y,N,Match,Y,Y,73800,Y,N,Satisfactory
BDD0426,C01402,14575242,United Kingdom,LLP,Crypto Assets,High,N,33,1,4,Y,Y,N,Match,Y,Y,19300,Y,N,Satisfactory
BDD0427,C01405,10882343,Cyprus,Private Limited,Charity,Standard,N,34,2,1,Y,Y,Y,N/A (non-UK),Y,Y,26500,N,N,Satisfactory
BDD0428,C01407,14705887,United Kingdom,Private Limited,Professional Services,Standard,N,3,4,3,Y,Y,Y,Match,Y,N,120600,Y,N,Satisfactory
BDD0429,C01410,11424357,United Kingdom,Private Limited,Real Estate,High,N,0,1,1,Y,Y,N,Match,Y,Y,344600,Y,N,Satisfactory
BDD0430,C01414,11411840,United Kingdom,Foundation,Money Services,High,Y,2,1,2,Y,Y,N,Match,Y,Y,65200,N,N,Satisfactory
BDD0431,C01415,10660431,United Kingdom,PLC,Hospitality,Standard,Y,18,3,3,N,N,Y,Discrepancy,Y,Y,26200,Y,N,Referred to EDD
BDD0432,C01418,13657828,United Kingdom,Private Limited,Technology,Standard,N,26,1,4,Y,Y,N,Match,Y,Y,192100,Y,N,Satisfactory
BDD0433,C01423,10777940,Hong Kong,Private Limited,Professional Services,Standard,N,25,1,4,N,N,Y,N/A (non-UK),Y,Y,8100,Y,N,Rejected
BDD0434,C01424,15195661,United States,Trust,Real Estate,High,N,10,1,2,Y,Y,N,N/A (non-UK),Y,Y,17300,Y,N,Satisfactory
BDD0435,C01425,10377680,United Kingdom,Trust,Real Estate,High,N,32,1,4,Y,Y,N,Match,Y,Y,23800,Y,N,Satisfactory
BDD0436,C01434,12478641,Germany,Private Limited,Professional Services,Standard,N,3,1,3,Y,Y,N,N/A (non-UK),Y,Y,29000,Y,N,Satisfactory
BDD0437,C01437,12554192,Cyprus,Trust,Import/Export,High,N,27,2,4,Y,Y,Y,N/A (non-UK),Y,Y,49300,Y,N,Satisfactory
BDD0438,C01438,10666676,United Kingdom,PLC,Real Estate,High,N,18,4,3,Y,Y,Y,Match,Y,Y,117800,Y,N,Satisfactory
BDD0439,C01439,15414272,Pakistan,Private Limited,Professional Services,Standard,N,0,2,1,Y,Y,N,N/A (non-UK),Y,N,68400,Y,N,Satisfactory
BDD0440,C01441,15210910,United Kingdom,Private Limited,Technology,Standard,N,34,3,3,Y,N,Y,Match,Y,N,276200,Y,N,Satisfactory
BDD0441,C01448,15752225,United Kingdom,Trust,Technology,Standard,N,26,4,2,N,N,Y,Match,Y,Y,214200,Y,Y,Rejected
BDD0442,C01456,15375215,Hong Kong,Private Limited,Real Estate,High,N,22,2,2,N,N,Y,N/A (non-UK),Y,N,231200,Y,Y,Rejected
BDD0443,C01457,10668995,France,Private Limited,Technology,Standard,N,26,2,1,Y,Y,N,N/A (non-UK),Y,Y,51400,Y,N,Satisfactory
BDD0444,C01460,10918452,United Kingdom,Private Limited,Charity,Standard,N,12,1,2,Y,N,N,Match,Y,Y,16900,Y,N,Satisfactory
BDD0445,C01461,15610844,United Kingdom,Private Limited,Real Estate,High,N,0,3,3,N,N,Y,Match,Y,Y,298200,Y,N,Referred to EDD
BDD0446,C01463,11289366,France,Private Limited,Hospitality,Standard,Y,15,1,1,Y,Y,N,N/A (non-UK),Y,Y,220700,Y,N,Satisfactory
BDD0447,C01464,13833197,United Kingdom,Private Limited,Retail,Standard,Y,11,4,2,Y,Y,Y,Match,Y,Y,98800,Y,N,Satisfactory
BDD0448,C01465,11434881,Ireland,Partnership,Precious Metals,High,Y,27,2,3,Y,Y,N,N/A (non-UK),Y,Y,6000,Y,N,Satisfactory
BDD0449,C01474,14407601,Hong Kong,Private Limited,Hospitality,Standard,Y,18,1,2,Y,Y,Y,N/A (non-UK),Y,N,83200,Y,N,Satisfactory
BDD0450,C01477,15009830,United Kingdom,Partnership,Professional Services,Standard,N,38,1,4,Y,Y,N,Match,Y,Y,54800,Y,N,Satisfactory
BDD0451,C01478,10782759,United Kingdom,Foundation,Charity,Standard,N,25,2,4,Y,Y,N,Match,Y,Y,188400,Y,N,Satisfactory
BDD0452,C01479,15734655,United Kingdom,Private Limited,Real Estate,High,N,27,1,2,Y,Y,N,Match,Y,Y,57900,Y,N,Satisfactory
BDD0453,C01480,12186009,United Kingdom,Partnership,Technology,Standard,N,27,3,4,Y,Y,Y,Match,Y,Y,187000,Y,N,Satisfactory
BDD0454,C01481,12369537,Pakistan,LLP,Technology,Standard,N,11,3,3,Y,Y,Y,N/A (non-UK),Y,Y,7700,N,N,Satisfactory
BDD0455,C01486,15606086,United Kingdom,Private Limited,Charity,Standard,N,21,2,2,Y,Y,N,Match,Y,Y,121100,Y,N,Satisfactory
BDD0456,C01493,13988352,Russia,Private Limited,Hospitality,Standard,Y,36,3,3,Y,Y,Y,N/A (non-UK),Y,Y,35500,Y,Y,Rejected
BDD0457,C01495,10123854,France,LLP,Professional Services,Standard,N,39,1,1,Y,Y,N,N/A (non-UK),Y,Y,110400,Y,N,Satisfactory
BDD0458,C01499,12033153,France,Private Limited,Hospitality,Standard,Y,12,4,3,N,N,Y,N/A (non-UK),Y,Y,38600,Y,N,Referred to EDD
BDD0459,C01501,12378937,United Kingdom,Private Limited,Import/Export,High,N,27,1,4,Y,Y,N,Discrepancy,Y,Y,10200,N,N,Remediation Required
BDD0460,C01504,15421517,France,Private Limited,Crypto Assets,High,N,3,2,4,Y,Y,N,N/A (non-UK),Y,Y,86800,N,N,Satisfactory
BDD0461,C01507,10696636,United Kingdom,Private Limited,Real Estate,High,N,6,1,1,Y,Y,N,Match,Y,Y,12600,Y,N,Satisfactory
BDD0462,C01512,15309643,United Kingdom,Private Limited,Technology,Standard,N,16,2,4,Y,Y,N,Match,Y,Y,17200,N,N,Satisfactory
BDD0463,C01513,15912698,United Kingdom,Partnership,Hospitality,Standard,Y,29,1,2,Y,Y,N,Match,Y,Y,34500,Y,N,Satisfactory
BDD0464,C01515,11389746,Russia,Private Limited,Construction,Standard,N,7,2,4,Y,Y,N,N/A (non-UK),Y,Y,22100,Y,N,Satisfactory
BDD0465,C01519,11178599,United Kingdom,LLP,Construction,Standard,N,8,1,3,Y,Y,N,Match,Y,N,65100,Y,N,Satisfactory
BDD0466,C01523,15913612,United Kingdom,Private Limited,Real Estate,High,N,28,4,2,Y,Y,Y,Match,Y,N,224100,Y,Y,Referred to EDD
BDD0467,C01526,15605578,United Kingdom,Partnership,Money Services,High,Y,6,1,2,Y,Y,N,Match,Y,Y,8000,Y,N,Satisfactory
BDD0468,C01532,12541779,Cyprus,Trust,Import/Export,High,N,2,1,1,N,N,Y,N/A (non-UK),Y,Y,72700,Y,Y,Referred to EDD
BDD0469,C01535,14659485,United Kingdom,Private Limited,Real Estate,High,N,25,2,3,Y,Y,N,Match,Y,Y,15000,Y,N,Satisfactory
BDD0470,C01538,15837539,United Kingdom,Private Limited,Precious Metals,High,Y,20,1,2,Y,Y,N,Match,Y,Y,26800,N,N,Satisfactory
BDD0471,C01540,15344657,United Kingdom,LLP,Retail,Standard,Y,20,2,2,Y,Y,N,Match,Y,Y,77100,Y,N,Satisfactory
BDD0472,C01541,11924518,UAE,Foundation,Technology,Standard,N,22,2,3,Y,Y,Y,N/A (non-UK),Y,Y,75700,Y,N,Satisfactory
BDD0473,C01548,13048681,India,Private Limited,Precious Metals,High,Y,37,2,2,Y,N,N,N/A (non-UK),Y,N,6100,Y,N,Satisfactory
BDD0474,C01549,10562111,India,PLC,Money Services,High,Y,37,2,1,Y,Y,N,N/A (non-UK),Y,Y,56600,Y,N,Satisfactory
BDD0475,C01550,13071106,France,Private Limited,Technology,Standard,N,23,3,4,Y,Y,Y,N/A (non-UK),Y,N,126400,Y,N,Satisfactory
BDD0476,C01555,10264357,United Kingdom,Foundation,Construction,Standard,N,26,2,4,Y,Y,N,Match,Y,N,249800,Y,N,Satisfactory
BDD0477,C01558,10885338,Cyprus,Partnership,Retail,Standard,Y,20,3,4,Y,Y,Y,N/A (non-UK),Y,Y,15300,N,N,Satisfactory
BDD0478,C01563,12365509,United Kingdom,Trust,Construction,Standard,N,14,4,4,N,N,Y,Match,Y,N,84300,Y,N,Referred to EDD
BDD0479,C01565,10748866,India,Private Limited,Precious Metals,High,Y,5,1,1,Y,N,N,N/A (non-UK),Y,Y,146300,Y,N,Satisfactory
BDD0480,C01566,11671043,United Kingdom,Private Limited,Technology,Standard,N,25,4,3,N,N,Y,Match,Y,Y,62200,Y,Y,Rejected
BDD0481,C01567,13965100,United Kingdom,Private Limited,Real Estate,High,N,34,2,1,Y,N,N,Match,Y,Y,17300,Y,N,Satisfactory
BDD0482,C01570,15710649,Cyprus,Private Limited,Crypto Assets,High,N,28,1,3,Y,Y,Y,N/A (non-UK),Y,Y,8100,Y,Y,Referred to EDD
BDD0483,C01573,11647235,France,Private Limited,Professional Services,Standard,N,12,3,4,Y,Y,Y,N/A (non-UK),Y,Y,140000,Y,N,Satisfactory
BDD0484,C01575,13816673,United Kingdom,Private Limited,Import/Export,High,N,24,2,2,Y,Y,N,Match,Y,Y,100800,Y,N,Satisfactory
BDD0485,C01576,12848458,Ireland,Private Limited,Professional Services,Standard,N,16,2,3,Y,Y,N,N/A (non-UK),Y,Y,82900,Y,N,Satisfactory
BDD0486,C01577,13946157,United States,Private Limited,Construction,Standard,N,38,2,4,Y,Y,N,N/A (non-UK),Y,Y,47900,Y,N,Satisfactory
BDD0487,C01579,10735898,UAE,Private Limited,Charity,Standard,N,20,1,3,Y,Y,Y,N/A (non-UK),Y,Y,45700,Y,N,Satisfactory
BDD0488,C01581,14368703,United Kingdom,Private Limited,Crypto Assets,High,N,18,2,2,Y,Y,N,Match,Y,Y,442600,Y,N,Satisfactory
BDD0489,C01582,13536465,United Kingdom,Private Limited,Technology,Standard,N,38,3,4,N,N,Y,Match,Y,Y,13000,Y,N,Rejected
BDD0490,C01583,13481209,United Kingdom,LLP,Technology,Standard,N,7,3,1,Y,Y,Y,Match,Y,Y,2100,Y,N,Satisfactory
BDD0491,C01591,10466769,United Kingdom,LLP,Precious Metals,High,Y,10,1,2,Y,Y,N,Match,Y,N,94200,Y,N,Satisfactory
BDD0492,C01592,15796454,United Kingdom,Private Limited,Retail,Standard,Y,8,1,4,Y,Y,N,Match,Y,Y,68300,N,N,Satisfactory
BDD0493,C01594,11045164,UAE,Private Limited,Retail,Standard,Y,27,3,3,Y,Y,Y,N/A (non-UK),Y,Y,128600,Y,N,Satisfactory
BDD0494,C01598,10084450,United Kingdom,Foundation,Professional Services,Standard,N,27,1,4,Y,Y,N,Match,Y,Y,90800,Y,N,Satisfactory
BDD0495,C01599,10881714,Pakistan,Private Limited,Import/Export,High,N,28,4,2,Y,Y,Y,N/A (non-UK),Y,Y,121200,Y,N,Satisfactory
BDD0496,C01600,14087278,Ireland,Trust,Professional Services,Standard,N,37,2,2,Y,Y,N,N/A (non-UK),Y,Y,9000,Y,N,Satisfactory
BDD0497,C01601,10825756,Russia,Private Limited,Retail,Standard,Y,0,3,2,Y,Y,Y,N/A (non-UK),Y,N,41400,Y,N,Satisfactory
BDD0498,C01602,15639516,Pakistan,Private Limited,Technology,Standard,N,9,1,3,Y,Y,N,N/A (non-UK),Y,Y,17200,Y,N,Satisfactory
BDD0499,C01606,13751262,United Kingdom,Partnership,Professional Services,Standard,N,15,2,3,Y,Y,N,Discrepancy,Y,N,24000,Y,N,Remediation Required
BDD0500,C01609,11911987,United Kingdom,LLP,Crypto Assets,High,N,8,1,3,Y,Y,N,Match,Y,N,207200,Y,N,Satisfactory
BDD0501,C01611,10219241,Germany,PLC,Real Estate,High,N,1,1,1,Y,N,N,N/A (non-UK),Y,N,135400,Y,N,Satisfactory
BDD0502,C01613,10578115,Russia,Private Limited,Technology,Standard,N,9,1,4,Y,Y,N,N/A (non-UK),Y,Y,308800,Y,N,Satisfactory
BDD0503,C01614,14039786,United Kingdom,Foundation,Import/Export,High,N,5,1,4,Y,Y,N,Match,Y,N,63300,Y,N,Satisfactory
BDD0504,C01616,12898694,Hong Kong,Private Limited,Retail,Standard,Y,37,4,3,Y,Y,Y,N/A (non-UK),Y,Y,25300,Y,N,Satisfactory
BDD0505,C01620,14042835,United Kingdom,Private Limited,Real Estate,High,N,3,1,1,Y,Y,N,Match,Y,Y,12100,Y,N,Satisfactory
BDD0506,C01623,12352926,United Kingdom,Private Limited,Import/Export,High,N,8,3,2,Y,Y,Y,Discrepancy,Y,Y,94800,N,N,Remediation Required
BDD0507,C01628,11196595,United Kingdom,LLP,Money Services,High,Y,10,2,2,Y,Y,N,Match,Y,N,46800,Y,N,Satisfactory
BDD0508,C01631,15307966,United States,Private Limited,Construction,Standard,N,28,3,3,N,N,Y,N/A (non-UK),Y,Y,21300,Y,N,Rejected
BDD0509,C01633,12838316,United Kingdom,Partnership,Real Estate,High,N,27,2,2,Y,Y,N,Match,Y,Y,225700,N,N,Satisfactory
BDD0510,C01635,15555215,Nigeria,Private Limited,Construction,Standard,N,34,2,4,Y,Y,N,N/A (non-UK),Y,Y,42300,Y,N,Satisfactory
BDD0511,C01636,11056306,Germany,Private Limited,Hospitality,Standard,Y,5,4,3,Y,Y,Y,N/A (non-UK),Y,Y,17800,Y,N,Satisfactory
BDD0512,C01637,13623034,UAE,Private Limited,Retail,Standard,Y,34,1,1,Y,Y,Y,N/A (non-UK),Y,Y,24400,Y,N,Satisfactory
BDD0513,C01640,11788885,United States,Foundation,Money Services,High,Y,15,2,2,Y,Y,N,N/A (non-UK),Y,N,87600,N,N,Satisfactory
BDD0514,C01644,11763532,United Kingdom,LLP,Professional Services,Standard,N,32,4,3,N,N,Y,Match,Y,Y,385400,Y,Y,Referred to EDD
BDD0515,C01645,14668096,United Kingdom,Private Limited,Retail,Standard,Y,22,2,1,Y,Y,N,Discrepancy,Y,Y,28500,Y,N,Remediation Required
BDD0516,C01647,10117478,Russia,LLP,Retail,Standard,Y,19,1,1,Y,N,N,N/A (non-UK),Y,Y,9700,Y,N,Satisfactory
BDD0517,C01653,13038996,United Kingdom,Private Limited,Money Services,High,Y,8,1,3,Y,Y,N,Match,Y,Y,150900,Y,N,Satisfactory
BDD0518,C01654,12807544,Ireland,Trust,Technology,Standard,N,1,3,2,Y,Y,Y,N/A (non-UK),Y,Y,23300,Y,N,Satisfactory
BDD0519,C01658,15788210,Germany,Private Limited,Construction,Standard,N,10,2,1,Y,Y,N,N/A (non-UK),Y,Y,41600,Y,N,Satisfactory
BDD0520,C01659,10273644,United Kingdom,Private Limited,Retail,Standard,Y,8,2,3,Y,Y,N,Match,Y,Y,66700,Y,N,Satisfactory
BDD0521,C01660,15629233,United Kingdom,Private Limited,Professional Services,Standard,N,22,1,3,Y,Y,N,Match,Y,Y,89700,Y,N,Satisfactory
BDD0522,C01667,15902743,Nigeria,Trust,Money Services,High,Y,28,1,3,Y,Y,N,N/A (non-UK),Y,N,6700,Y,N,Satisfactory
BDD0523,C01670,11300412,United Kingdom,Trust,Retail,Standard,Y,27,2,1,Y,Y,N,Match,Y,Y,81800,N,N,Satisfactory
BDD0524,C01672,13696257,France,Private Limited,Construction,Standard,N,33,2,4,Y,Y,N,N/A (non-UK),Y,Y,5700,Y,N,Satisfactory
BDD0525,C01674,14878397,Cyprus,Private Limited,Precious Metals,High,Y,19,2,1,Y,N,Y,N/A (non-UK),Y,Y,70800,Y,N,Satisfactory
BDD0526,C01677,15913993,United Kingdom,LLP,Charity,Standard,N,9,2,3,Y,Y,N,Match,Y,Y,142100,Y,N,Satisfactory
BDD0527,C01682,12052824,United States,Private Limited,Hospitality,Standard,Y,14,2,4,Y,Y,N,N/A (non-UK),Y,Y,368700,N,N,Satisfactory
BDD0528,C01686,11647258,United Kingdom,Private Limited,Import/Export,High,N,13,2,4,Y,Y,N,Match,Y,Y,115000,Y,N,Satisfactory
BDD0529,C01689,12300649,United Kingdom,Private Limited,Money Services,High,Y,33,2,4,Y,N,N,Match,Y,N,67300,Y,N,Satisfactory
BDD0530,C01691,11759889,United Kingdom,LLP,Hospitality,Standard,Y,26,3,3,Y,Y,Y,Match,Y,Y,139200,Y,N,Satisfactory
BDD0531,C01695,13573375,United Kingdom,Trust,Real Estate,High,N,33,1,2,Y,Y,N,Match,Y,Y,4100,Y,N,Satisfactory
BDD0532,C01713,15594083,United Kingdom,Private Limited,Precious Metals,High,Y,11,1,1,Y,Y,N,Match,Y,Y,162200,Y,N,Satisfactory
BDD0533,C01715,13025574,United Kingdom,Private Limited,Professional Services,Standard,N,10,4,4,Y,Y,Y,Match,Y,Y,394100,Y,N,Satisfactory
BDD0534,C01717,14869070,United Kingdom,Private Limited,Construction,Standard,N,33,4,2,N,N,Y,Match,Y,Y,70000,Y,N,Rejected
BDD0535,C01721,15612474,United Kingdom,Private Limited,Construction,Standard,N,28,1,3,Y,Y,N,Match,Y,Y,83700,Y,N,Satisfactory
BDD0536,C01725,15836823,United Kingdom,Private Limited,Construction,Standard,N,1,3,1,Y,Y,Y,Match,Y,Y,94900,N,N,Satisfactory
BDD0537,C01729,15433824,United Kingdom,Private Limited,Retail,Standard,Y,24,1,2,Y,Y,N,Match,Y,Y,152200,Y,N,Satisfactory
BDD0538,C01732,12173144,United Kingdom,Private Limited,Charity,Standard,N,0,3,3,Y,Y,Y,Match,Y,Y,59800,Y,N,Satisfactory
BDD0539,C01739,12686898,United Kingdom,Private Limited,Real Estate,High,N,2,1,4,Y,Y,N,Match,Y,N,81000,Y,N,Satisfactory
BDD0540,C01740,11588383,Germany,Partnership,Hospitality,Standard,Y,3,1,3,Y,Y,N,N/A (non-UK),Y,Y,39300,Y,N,Satisfactory
BDD0541,C01744,14960576,United Kingdom,Private Limited,Import/Export,High,N,2,2,1,Y,Y,N,Match,Y,Y,266500,Y,N,Satisfactory
