month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2025-08-01,BR05,IT & Technology,Premises,11020,12000,980
2025-08-01,BR05,IT & Technology,Outsourcing,6430,7320,890
2025-08-01,BR05,IT & Technology,Training,1840,1930,90
2025-08-01,BR05,IT & Technology,Other,2750,3110,360
2025-08-01,BR05,Compliance,Staff,25250,31940,6690
2025-08-01,BR05,Compliance,Technology & Systems,6880,7610,730
2025-08-01,BR05,Compliance,Screening & Data Vendors,2750,2780,30
2025-08-01,BR05,Compliance,Premises,5510,6850,1340
2025-08-01,BR05,Compliance,Outsourcing,3210,3790,580
2025-08-01,BR05,Compliance,Training,920,1000,80
2025-08-01,BR05,Compliance,Other,1380,1450,70
2025-09-01,BR05,Retail Banking Ops,Staff,84150,100860,16710
2025-09-01,BR05,Retail Banking Ops,Technology & Systems,22950,21580,-1370
2025-09-01,BR05,Retail Banking Ops,Screening & Data Vendors,9180,10120,940
2025-09-01,BR05,Retail Banking Ops,Premises,18360,18750,390
2025-09-01,BR05,Retail Banking Ops,Outsourcing,10710,13790,3080
2025-09-01,BR05,Retail Banking Ops,Training,3060,3380,320
2025-09-01,BR05,Retail Banking Ops,Other,4590,5350,760
2025-09-01,BR05,KYC & Onboarding,Staff,37870,49590,11720
2025-09-01,BR05,KYC & Onboarding,Technology & Systems,10330,11880,1550
2025-09-01,BR05,KYC & Onboarding,Screening & Data Vendors,4130,5230,1100
2025-09-01,BR05,KYC & Onboarding,Premises,8260,10210,1950
2025-09-01,BR05,KYC & Onboarding,Outsourcing,4820,6740,1920
2025-09-01,BR05,KYC & Onboarding,Training,1380,1650,270
2025-09-01,BR05,KYC & Onboarding,Other,2070,2350,280
2025-09-01,BR05,AML & Financial Crime,Staff,42080,54280,12200
2025-09-01,BR05,AML & Financial Crime,Technology & Systems,11480,14430,2950
2025-09-01,BR05,AML & Financial Crime,Screening & Data Vendors,4590,5700,1110
2025-09-01,BR05,AML & Financial Crime,Premises,9180,11410,2230
2025-09-01,BR05,AML & Financial Crime,Outsourcing,5360,7090,1730
2025-09-01,BR05,AML & Financial Crime,Training,1530,1730,200
2025-09-01,BR05,AML & Financial Crime,Other,2300,2700,400
2025-09-01,BR05,Payments Ops,Staff,29450,34320,4870
2025-09-01,BR05,Payments Ops,Technology & Systems,8030,9410,1380
2025-09-01,BR05,Payments Ops,Screening & Data Vendors,3210,3680,470
2025-09-01,BR05,Payments Ops,Premises,6430,6760,330
2025-09-01,BR05,Payments Ops,Outsourcing,3750,5030,1280
2025-09-01,BR05,Payments Ops,Training,1070,1180,110
2025-09-01,BR05,Payments Ops,Other,1610,1730,120
2025-09-01,BR05,IT & Technology,Staff,50490,60240,9750
2025-09-01,BR05,IT & Technology,Technology & Systems,13770,15620,1850
2025-09-01,BR05,IT & Technology,Screening & Data Vendors,5510,5800,290
2025-09-01,BR05,IT & Technology,Premises,11020,12620,1600
2025-09-01,BR05,IT & Technology,Outsourcing,6430,7640,1210
2025-09-01,BR05,IT & Technology,Training,1840,2040,200
2025-09-01,BR05,IT & Technology,Other,2750,3120,370
2025-09-01,BR05,Compliance,Staff,25250,29470,4220
2025-09-01,BR05,Compliance,Technology & Systems,6880,7640,760
2025-09-01,BR05,Compliance,Screening & Data Vendors,2750,3170,420
2025-09-01,BR05,Compliance,Premises,5510,5660,150
2025-09-01,BR05,Compliance,Outsourcing,3210,3910,700
2025-09-01,BR05,Compliance,Training,920,1070,150
2025-09-01,BR05,Compliance,Other,1380,1530,150
2025-10-01,BR05,Retail Banking Ops,Staff,84150,102740,18590
2025-10-01,BR05,Retail Banking Ops,Technology & Systems,22950,26090,3140
2025-10-01,BR05,Retail Banking Ops,Screening & Data Vendors,9180,10860,1680
2025-10-01,BR05,Retail Banking Ops,Premises,18360,20680,2320
2025-10-01,BR05,Retail Banking Ops,Outsourcing,10710,14160,3450
2025-10-01,BR05,Retail Banking Ops,Training,3060,3330,270
2025-10-01,BR05,Retail Banking Ops,Other,4590,5300,710
2025-10-01,BR05,KYC & Onboarding,Staff,37870,50000,12130
2025-10-01,BR05,KYC & Onboarding,Technology & Systems,10330,13790,3460
2025-10-01,BR05,KYC & Onboarding,Screening & Data Vendors,4130,5080,950
2025-10-01,BR05,KYC & Onboarding,Premises,8260,10180,1920
2025-10-01,BR05,KYC & Onboarding,Outsourcing,4820,7070,2250
2025-10-01,BR05,KYC & Onboarding,Training,1380,1700,320
2025-10-01,BR05,KYC & Onboarding,Other,2070,2500,430
2025-10-01,BR05,AML & Financial Crime,Staff,42080,56070,13990
2025-10-01,BR05,AML & Financial Crime,Technology & Systems,11480,14320,2840
2025-10-01,BR05,AML & Financial Crime,Screening & Data Vendors,4590,5550,960
2025-10-01,BR05,AML & Financial Crime,Premises,9180,11070,1890
2025-10-01,BR05,AML & Financial Crime,Outsourcing,5360,7710,2350
2025-10-01,BR05,AML & Financial Crime,Training,1530,1950,420
2025-10-01,BR05,AML & Financial Crime,Other,2300,2660,360
2025-10-01,BR05,Payments Ops,Staff,29450,34090,4640
2025-10-01,BR05,Payments Ops,Technology & Systems,8030,7900,-130
2025-10-01,BR05,Payments Ops,Screening & Data Vendors,3210,3250,40
2025-10-01,BR05,Payments Ops,Premises,6430,7720,1290
2025-10-01,BR05,Payments Ops,Outsourcing,3750,4520,770
2025-10-01,BR05,Payments Ops,Training,1070,1210,140
2025-10-01,BR05,Payments Ops,Other,1610,1750,140
2025-10-01,BR05,IT & Technology,Staff,50490,64270,13780
2025-10-01,BR05,IT & Technology,Technology & Systems,13770,15680,1910
2025-10-01,BR05,IT & Technology,Screening & Data Vendors,5510,5450,-60
2025-10-01,BR05,IT & Technology,Premises,11020,11970,950
2025-10-01,BR05,IT & Technology,Outsourcing,6430,7880,1450
2025-10-01,BR05,IT & Technology,Training,1840,2050,210
2025-10-01,BR05,IT & Technology,Other,2750,2920,170
2025-10-01,BR05,Compliance,Staff,25250,31310,6060
2025-10-01,BR05,Compliance,Technology & Systems,6880,7320,440
2025-10-01,BR05,Compliance,Screening & Data Vendors,2750,2860,110
2025-10-01,BR05,Compliance,Premises,5510,5900,390
2025-10-01,BR05,Compliance,Outsourcing,3210,3720,510
2025-10-01,BR05,Compliance,Training,920,1050,130
2025-10-01,BR05,Compliance,Other,1380,1490,110
2025-11-01,BR05,Retail Banking Ops,Staff,84150,98430,14280
2025-11-01,BR05,Retail Banking Ops,Technology & Systems,22950,25020,2070
2025-11-01,BR05,Retail Banking Ops,Screening & Data Vendors,9180,10050,870
2025-11-01,BR05,Retail Banking Ops,Premises,18360,19000,640
2025-11-01,BR05,Retail Banking Ops,Outsourcing,10710,13630,2920
2025-11-01,BR05,Retail Banking Ops,Training,3060,3320,260
2025-11-01,BR05,Retail Banking Ops,Other,4590,5130,540
2025-11-01,BR05,KYC & Onboarding,Staff,37870,51280,13410
2025-11-01,BR05,KYC & Onboarding,Technology & Systems,10330,12170,1840
2025-11-01,BR05,KYC & Onboarding,Screening & Data Vendors,4130,4810,680
2025-11-01,BR05,KYC & Onboarding,Premises,8260,10580,2320
2025-11-01,BR05,KYC & Onboarding,Outsourcing,4820,6940,2120
2025-11-01,BR05,KYC & Onboarding,Training,1380,1640,260
2025-11-01,BR05,KYC & Onboarding,Other,2070,2450,380
2025-11-01,BR05,AML & Financial Crime,Staff,42080,53810,11730
2025-11-01,BR05,AML & Financial Crime,Technology & Systems,11480,14710,3230
2025-11-01,BR05,AML & Financial Crime,Screening & Data Vendors,4590,5760,1170
2025-11-01,BR05,AML & Financial Crime,Premises,9180,10700,1520
2025-11-01,BR05,AML & Financial Crime,Outsourcing,5360,8100,2740
2025-11-01,BR05,AML & Financial Crime,Training,1530,1920,390
2025-11-01,BR05,AML & Financial Crime,Other,2300,2760,460
2025-11-01,BR05,Payments Ops,Staff,29450,37380,7930
2025-11-01,BR05,Payments Ops,Technology & Systems,8030,8710,680
2025-11-01,BR05,Payments Ops,Screening & Data Vendors,3210,3280,70
2025-11-01,BR05,Payments Ops,Premises,6430,6720,290
2025-11-01,BR05,Payments Ops,Outsourcing,3750,4620,870
2025-11-01,BR05,Payments Ops,Training,1070,1180,110
2025-11-01,BR05,Payments Ops,Other,1610,1730,120
2025-11-01,BR05,IT & Technology,Staff,50490,64750,14260
2025-11-01,BR05,IT & Technology,Technology & Systems,13770,14090,320
2025-11-01,BR05,IT & Technology,Screening & Data Vendors,5510,5970,460
2025-11-01,BR05,IT & Technology,Premises,11020,11790,770
2025-11-01,BR05,IT & Technology,Outsourcing,6430,8330,1900
2025-11-01,BR05,IT & Technology,Training,1840,1950,110
2025-11-01,BR05,IT & Technology,Other,2750,3120,370
2025-11-01,BR05,Compliance,Staff,25250,33140,7890
2025-11-01,BR05,Compliance,Technology & Systems,6880,7580,700
2025-11-01,BR05,Compliance,Screening & Data Vendors,2750,3130,380
2025-11-01,BR05,Compliance,Premises,5510,6260,750
2025-11-01,BR05,Compliance,Outsourcing,3210,4100,890
2025-11-01,BR05,Compliance,Training,920,950,30
2025-11-01,BR05,Compliance,Other,1380,1510,130
2025-12-01,BR05,Retail Banking Ops,Staff,84150,97780,13630
2025-12-01,BR05,Retail Banking Ops,Technology & Systems,22950,26500,3550
2025-12-01,BR05,Retail Banking Ops,Screening & Data Vendors,9180,9210,30
2025-12-01,BR05,Retail Banking Ops,Premises,18360,20640,2280
2025-12-01,BR05,Retail Banking Ops,Outsourcing,10710,13070,2360
2025-12-01,BR05,Retail Banking Ops,Training,3060,3300,240
2025-12-01,BR05,Retail Banking Ops,Other,4590,4580,-10
2025-12-01,BR05,KYC & Onboarding,Staff,37870,52390,14520
2025-12-01,BR05,KYC & Onboarding,Technology & Systems,10330,11940,1610
2025-12-01,BR05,KYC & Onboarding,Screening & Data Vendors,4130,5030,900
2025-12-01,BR05,KYC & Onboarding,Premises,8260,10300,2040
2025-12-01,BR05,KYC & Onboarding,Outsourcing,4820,6710,1890
2025-12-01,BR05,KYC & Onboarding,Training,1380,1680,300
2025-12-01,BR05,KYC & Onboarding,Other,2070,2410,340
2025-12-01,BR05,AML & Financial Crime,Staff,42080,57840,15760
2025-12-01,BR05,AML & Financial Crime,Technology & Systems,11480,15370,3890
2025-12-01,BR05,AML & Financial Crime,Screening & Data Vendors,4590,5470,880
2025-12-01,BR05,AML & Financial Crime,Premises,9180,11330,2150
2025-12-01,BR05,AML & Financial Crime,Outsourcing,5360,7780,2420
2025-12-01,BR05,AML & Financial Crime,Training,1530,1920,390
2025-12-01,BR05,AML & Financial Crime,Other,2300,2810,510
2025-12-01,BR05,Payments Ops,Staff,29450,32670,3220
2025-12-01,BR05,Payments Ops,Technology & Systems,8030,8500,470
2025-12-01,BR05,Payments Ops,Screening & Data Vendors,3210,3530,320
2025-12-01,BR05,Payments Ops,Premises,6430,7020,590
2025-12-01,BR05,Payments Ops,Outsourcing,3750,4720,970
2025-12-01,BR05,Payments Ops,Training,1070,1060,-10
2025-12-01,BR05,Payments Ops,Other,1610,1620,10
2025-12-01,BR05,IT & Technology,Staff,50490,62770,12280
2025-12-01,BR05,IT & Technology,Technology & Systems,13770,13980,210
2025-12-01,BR05,IT & Technology,Screening & Data Vendors,5510,5720,210
2025-12-01,BR05,IT & Technology,Premises,11020,11820,800
2025-12-01,BR05,IT & Technology,Outsourcing,6430,7870,1440
2025-12-01,BR05,IT & Technology,Training,1840,2040,200
2025-12-01,BR05,IT & Technology,Other,2750,3430,680
2025-12-01,BR05,Compliance,Staff,25250,31660,6410
2025-12-01,BR05,Compliance,Technology & Systems,6880,7540,660
2025-12-01,BR05,Compliance,Screening & Data Vendors,2750,2960,210
2025-12-01,BR05,Compliance,Premises,5510,6380,870
2025-12-01,BR05,Compliance,Outsourcing,3210,3620,410
2025-12-01,BR05,Compliance,Training,920,970,50
2025-12-01,BR05,Compliance,Other,1380,1470,90
2024-01-01,BR06,Retail Banking Ops,Staff,89100,89260,160
2024-01-01,BR06,Retail Banking Ops,Technology & Systems,24300,24280,-20
2024-01-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9600,-120
2024-01-01,BR06,Retail Banking Ops,Premises,19440,19580,140
2024-01-01,BR06,Retail Banking Ops,Outsourcing,11340,11750,410
2024-01-01,BR06,Retail Banking Ops,Training,3240,3000,-240
2024-01-01,BR06,Retail Banking Ops,Other,4860,5120,260
2024-01-01,BR06,KYC & Onboarding,Staff,40100,36970,-3130
2024-01-01,BR06,KYC & Onboarding,Technology & Systems,10940,10410,-530
2024-01-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4410,40
2024-01-01,BR06,KYC & Onboarding,Premises,8750,8610,-140
2024-01-01,BR06,KYC & Onboarding,Outsourcing,5100,5270,170
2024-01-01,BR06,KYC & Onboarding,Training,1460,1560,100
2024-01-01,BR06,KYC & Onboarding,Other,2190,2040,-150
2024-01-01,BR06,AML & Financial Crime,Staff,44550,43980,-570
2024-01-01,BR06,AML & Financial Crime,Technology & Systems,12150,10800,-1350
2024-01-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,4890,30
2024-01-01,BR06,AML & Financial Crime,Premises,9720,9970,250
2024-01-01,BR06,AML & Financial Crime,Outsourcing,5670,5530,-140
2024-01-01,BR06,AML & Financial Crime,Training,1620,1670,50
2024-01-01,BR06,AML & Financial Crime,Other,2430,2490,60
2024-01-01,BR06,Payments Ops,Staff,31190,30410,-780
2024-01-01,BR06,Payments Ops,Technology & Systems,8500,8710,210
2024-01-01,BR06,Payments Ops,Screening & Data Vendors,3400,3230,-170
2024-01-01,BR06,Payments Ops,Premises,6800,6710,-90
2024-01-01,BR06,Payments Ops,Outsourcing,3970,4050,80
2024-01-01,BR06,Payments Ops,Training,1130,1150,20
2024-01-01,BR06,Payments Ops,Other,1700,1710,10
2024-01-01,BR06,IT & Technology,Staff,53460,54220,760
2024-01-01,BR06,IT & Technology,Technology & Systems,14580,14380,-200
2024-01-01,BR06,IT & Technology,Screening & Data Vendors,5830,5870,40
2024-01-01,BR06,IT & Technology,Premises,11660,11290,-370
2024-01-01,BR06,IT & Technology,Outsourcing,6800,6990,190
2024-01-01,BR06,IT & Technology,Training,1940,2030,90
2024-01-01,BR06,IT & Technology,Other,2920,2860,-60
2024-01-01,BR06,Compliance,Staff,26730,26780,50
2024-01-01,BR06,Compliance,Technology & Systems,7290,7030,-260
2024-01-01,BR06,Compliance,Screening & Data Vendors,2920,3050,130
2024-01-01,BR06,Compliance,Premises,5830,6190,360
2024-01-01,BR06,Compliance,Outsourcing,3400,3530,130
2024-01-01,BR06,Compliance,Training,970,1040,70
2024-01-01,BR06,Compliance,Other,1460,1570,110
2024-02-01,BR06,Retail Banking Ops,Staff,89100,93410,4310
2024-02-01,BR06,Retail Banking Ops,Technology & Systems,24300,27040,2740
2024-02-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,10000,280
2024-02-01,BR06,Retail Banking Ops,Premises,19440,18560,-880
2024-02-01,BR06,Retail Banking Ops,Outsourcing,11340,11570,230
2024-02-01,BR06,Retail Banking Ops,Training,3240,3350,110
2024-02-01,BR06,Retail Banking Ops,Other,4860,4540,-320
2024-02-01,BR06,KYC & Onboarding,Staff,40100,44920,4820
2024-02-01,BR06,KYC & Onboarding,Technology & Systems,10940,11480,540
2024-02-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4410,40
2024-02-01,BR06,KYC & Onboarding,Premises,8750,9270,520
2024-02-01,BR06,KYC & Onboarding,Outsourcing,5100,5260,160
2024-02-01,BR06,KYC & Onboarding,Training,1460,1520,60
2024-02-01,BR06,KYC & Onboarding,Other,2190,2330,140
2024-02-01,BR06,AML & Financial Crime,Staff,44550,47170,2620
2024-02-01,BR06,AML & Financial Crime,Technology & Systems,12150,13010,860
2024-02-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5100,240
2024-02-01,BR06,AML & Financial Crime,Premises,9720,10040,320
2024-02-01,BR06,AML & Financial Crime,Outsourcing,5670,5600,-70
2024-02-01,BR06,AML & Financial Crime,Training,1620,1680,60
2024-02-01,BR06,AML & Financial Crime,Other,2430,2420,-10
2024-02-01,BR06,Payments Ops,Staff,31190,31200,10
2024-02-01,BR06,Payments Ops,Technology & Systems,8500,8800,300
2024-02-01,BR06,Payments Ops,Screening & Data Vendors,3400,3380,-20
2024-02-01,BR06,Payments Ops,Premises,6800,6590,-210
2024-02-01,BR06,Payments Ops,Outsourcing,3970,4220,250
2024-02-01,BR06,Payments Ops,Training,1130,1190,60
2024-02-01,BR06,Payments Ops,Other,1700,1610,-90
2024-02-01,BR06,IT & Technology,Staff,53460,53150,-310
2024-02-01,BR06,IT & Technology,Technology & Systems,14580,14360,-220
2024-02-01,BR06,IT & Technology,Screening & Data Vendors,5830,5540,-290
2024-02-01,BR06,IT & Technology,Premises,11660,11440,-220
2024-02-01,BR06,IT & Technology,Outsourcing,6800,6740,-60
2024-02-01,BR06,IT & Technology,Training,1940,1900,-40
2024-02-01,BR06,IT & Technology,Other,2920,2840,-80
2024-02-01,BR06,Compliance,Staff,26730,27830,1100
2024-02-01,BR06,Compliance,Technology & Systems,7290,6940,-350
2024-02-01,BR06,Compliance,Screening & Data Vendors,2920,2980,60
2024-02-01,BR06,Compliance,Premises,5830,6130,300
2024-02-01,BR06,Compliance,Outsourcing,3400,3450,50
2024-02-01,BR06,Compliance,Training,970,980,10
2024-02-01,BR06,Compliance,Other,1460,1410,-50
2024-03-01,BR06,Retail Banking Ops,Staff,89100,92450,3350
2024-03-01,BR06,Retail Banking Ops,Technology & Systems,24300,22520,-1780
2024-03-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,10060,340
2024-03-01,BR06,Retail Banking Ops,Premises,19440,20010,570
2024-03-01,BR06,Retail Banking Ops,Outsourcing,11340,11200,-140
2024-03-01,BR06,Retail Banking Ops,Training,3240,3130,-110
2024-03-01,BR06,Retail Banking Ops,Other,4860,4630,-230
2024-03-01,BR06,KYC & Onboarding,Staff,40100,45480,5380
2024-03-01,BR06,KYC & Onboarding,Technology & Systems,10940,10570,-370
2024-03-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4310,-60
2024-03-01,BR06,KYC & Onboarding,Premises,8750,8660,-90
2024-03-01,BR06,KYC & Onboarding,Outsourcing,5100,5400,300
2024-03-01,BR06,KYC & Onboarding,Training,1460,1490,30
2024-03-01,BR06,KYC & Onboarding,Other,2190,2250,60
2024-03-01,BR06,AML & Financial Crime,Staff,44550,45880,1330
2024-03-01,BR06,AML & Financial Crime,Technology & Systems,12150,12190,40
2024-03-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5410,550
2024-03-01,BR06,AML & Financial Crime,Premises,9720,11010,1290
2024-03-01,BR06,AML & Financial Crime,Outsourcing,5670,6430,760
2024-03-01,BR06,AML & Financial Crime,Training,1620,1610,-10
2024-03-01,BR06,AML & Financial Crime,Other,2430,2430,0
2024-03-01,BR06,Payments Ops,Staff,31190,30360,-830
2024-03-01,BR06,Payments Ops,Technology & Systems,8500,8700,200
2024-03-01,BR06,Payments Ops,Screening & Data Vendors,3400,3500,100
2024-03-01,BR06,Payments Ops,Premises,6800,6370,-430
2024-03-01,BR06,Payments Ops,Outsourcing,3970,3980,10
2024-03-01,BR06,Payments Ops,Training,1130,1200,70
2024-03-01,BR06,Payments Ops,Other,1700,1810,110
2024-03-01,BR06,IT & Technology,Staff,53460,52370,-1090
2024-03-01,BR06,IT & Technology,Technology & Systems,14580,14160,-420
2024-03-01,BR06,IT & Technology,Screening & Data Vendors,5830,5920,90
2024-03-01,BR06,IT & Technology,Premises,11660,11610,-50
2024-03-01,BR06,IT & Technology,Outsourcing,6800,7240,440
2024-03-01,BR06,IT & Technology,Training,1940,2060,120
2024-03-01,BR06,IT & Technology,Other,2920,3160,240
2024-03-01,BR06,Compliance,Staff,26730,25630,-1100
2024-03-01,BR06,Compliance,Technology & Systems,7290,7100,-190
2024-03-01,BR06,Compliance,Screening & Data Vendors,2920,2950,30
2024-03-01,BR06,Compliance,Premises,5830,5320,-510
2024-03-01,BR06,Compliance,Outsourcing,3400,3550,150
2024-03-01,BR06,Compliance,Training,970,1000,30
2024-03-01,BR06,Compliance,Other,1460,1580,120
2024-04-01,BR06,Retail Banking Ops,Staff,89100,94560,5460
2024-04-01,BR06,Retail Banking Ops,Technology & Systems,24300,25510,1210
2024-04-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9870,150
2024-04-01,BR06,Retail Banking Ops,Premises,19440,20270,830
2024-04-01,BR06,Retail Banking Ops,Outsourcing,11340,12650,1310
2024-04-01,BR06,Retail Banking Ops,Training,3240,3340,100
2024-04-01,BR06,Retail Banking Ops,Other,4860,4800,-60
2024-04-01,BR06,KYC & Onboarding,Staff,40100,41960,1860
2024-04-01,BR06,KYC & Onboarding,Technology & Systems,10940,11960,1020
2024-04-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4730,360
2024-04-01,BR06,KYC & Onboarding,Premises,8750,9450,700
2024-04-01,BR06,KYC & Onboarding,Outsourcing,5100,5390,290
2024-04-01,BR06,KYC & Onboarding,Training,1460,1540,80
2024-04-01,BR06,KYC & Onboarding,Other,2190,2430,240
2024-04-01,BR06,AML & Financial Crime,Staff,44550,45750,1200
2024-04-01,BR06,AML & Financial Crime,Technology & Systems,12150,12300,150
2024-04-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,4920,60
2024-04-01,BR06,AML & Financial Crime,Premises,9720,10320,600
2024-04-01,BR06,AML & Financial Crime,Outsourcing,5670,5640,-30
2024-04-01,BR06,AML & Financial Crime,Training,1620,1690,70
2024-04-01,BR06,AML & Financial Crime,Other,2430,2440,10
2024-04-01,BR06,Payments Ops,Staff,31190,32110,920
2024-04-01,BR06,Payments Ops,Technology & Systems,8500,7890,-610
2024-04-01,BR06,Payments Ops,Screening & Data Vendors,3400,3380,-20
2024-04-01,BR06,Payments Ops,Premises,6800,7110,310
2024-04-01,BR06,Payments Ops,Outsourcing,3970,4270,300
2024-04-01,BR06,Payments Ops,Training,1130,1170,40
2024-04-01,BR06,Payments Ops,Other,1700,1610,-90
2024-04-01,BR06,IT & Technology,Staff,53460,51860,-1600
2024-04-01,BR06,IT & Technology,Technology & Systems,14580,15160,580
2024-04-01,BR06,IT & Technology,Screening & Data Vendors,5830,5980,150
2024-04-01,BR06,IT & Technology,Premises,11660,12600,940
2024-04-01,BR06,IT & Technology,Outsourcing,6800,7570,770
2024-04-01,BR06,IT & Technology,Training,1940,2010,70
2024-04-01,BR06,IT & Technology,Other,2920,2830,-90
2024-04-01,BR06,Compliance,Staff,26730,28950,2220
2024-04-01,BR06,Compliance,Technology & Systems,7290,6950,-340
2024-04-01,BR06,Compliance,Screening & Data Vendors,2920,2900,-20
2024-04-01,BR06,Compliance,Premises,5830,5970,140
2024-04-01,BR06,Compliance,Outsourcing,3400,3460,60
2024-04-01,BR06,Compliance,Training,970,1000,30
2024-04-01,BR06,Compliance,Other,1460,1510,50
2024-05-01,BR06,Retail Banking Ops,Staff,89100,89960,860
2024-05-01,BR06,Retail Banking Ops,Technology & Systems,24300,24190,-110
2024-05-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9380,-340
2024-05-01,BR06,Retail Banking Ops,Premises,19440,21650,2210
2024-05-01,BR06,Retail Banking Ops,Outsourcing,11340,11260,-80
2024-05-01,BR06,Retail Banking Ops,Training,3240,3190,-50
2024-05-01,BR06,Retail Banking Ops,Other,4860,4700,-160
2024-05-01,BR06,KYC & Onboarding,Staff,40100,39190,-910
2024-05-01,BR06,KYC & Onboarding,Technology & Systems,10940,11870,930
2024-05-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4870,500
2024-05-01,BR06,KYC & Onboarding,Premises,8750,9170,420
2024-05-01,BR06,KYC & Onboarding,Outsourcing,5100,5500,400
2024-05-01,BR06,KYC & Onboarding,Training,1460,1520,60
2024-05-01,BR06,KYC & Onboarding,Other,2190,2260,70
2024-05-01,BR06,AML & Financial Crime,Staff,44550,45210,660
2024-05-01,BR06,AML & Financial Crime,Technology & Systems,12150,11910,-240
2024-05-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,4920,60
2024-05-01,BR06,AML & Financial Crime,Premises,9720,10720,1000
2024-05-01,BR06,AML & Financial Crime,Outsourcing,5670,5990,320
2024-05-01,BR06,AML & Financial Crime,Training,1620,1620,0
2024-05-01,BR06,AML & Financial Crime,Other,2430,2480,50
2024-05-01,BR06,Payments Ops,Staff,31190,31240,50
2024-05-01,BR06,Payments Ops,Technology & Systems,8500,8910,410
2024-05-01,BR06,Payments Ops,Screening & Data Vendors,3400,3520,120
2024-05-01,BR06,Payments Ops,Premises,6800,6490,-310
2024-05-01,BR06,Payments Ops,Outsourcing,3970,4140,170
2024-05-01,BR06,Payments Ops,Training,1130,1160,30
2024-05-01,BR06,Payments Ops,Other,1700,1800,100
2024-05-01,BR06,IT & Technology,Staff,53460,59350,5890
2024-05-01,BR06,IT & Technology,Technology & Systems,14580,14810,230
2024-05-01,BR06,IT & Technology,Screening & Data Vendors,5830,6450,620
2024-05-01,BR06,IT & Technology,Premises,11660,12330,670
2024-05-01,BR06,IT & Technology,Outsourcing,6800,6330,-470
2024-05-01,BR06,IT & Technology,Training,1940,2200,260
2024-05-01,BR06,IT & Technology,Other,2920,3030,110
2024-05-01,BR06,Compliance,Staff,26730,27230,500
2024-05-01,BR06,Compliance,Technology & Systems,7290,7310,20
2024-05-01,BR06,Compliance,Screening & Data Vendors,2920,3140,220
2024-05-01,BR06,Compliance,Premises,5830,5980,150
2024-05-01,BR06,Compliance,Outsourcing,3400,3620,220
2024-05-01,BR06,Compliance,Training,970,950,-20
2024-05-01,BR06,Compliance,Other,1460,1580,120
2024-06-01,BR06,Retail Banking Ops,Staff,89100,91370,2270
2024-06-01,BR06,Retail Banking Ops,Technology & Systems,24300,22640,-1660
2024-06-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9990,270
2024-06-01,BR06,Retail Banking Ops,Premises,19440,17870,-1570
2024-06-01,BR06,Retail Banking Ops,Outsourcing,11340,11740,400
2024-06-01,BR06,Retail Banking Ops,Training,3240,3440,200
2024-06-01,BR06,Retail Banking Ops,Other,4860,4870,10
2024-06-01,BR06,KYC & Onboarding,Staff,40100,41920,1820
2024-06-01,BR06,KYC & Onboarding,Technology & Systems,10940,11340,400
2024-06-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4460,90
2024-06-01,BR06,KYC & Onboarding,Premises,8750,9980,1230
2024-06-01,BR06,KYC & Onboarding,Outsourcing,5100,5410,310
2024-06-01,BR06,KYC & Onboarding,Training,1460,1420,-40
2024-06-01,BR06,KYC & Onboarding,Other,2190,2390,200
2024-06-01,BR06,AML & Financial Crime,Staff,44550,44260,-290
2024-06-01,BR06,AML & Financial Crime,Technology & Systems,12150,13060,910
2024-06-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5160,300
2024-06-01,BR06,AML & Financial Crime,Premises,9720,10220,500
2024-06-01,BR06,AML & Financial Crime,Outsourcing,5670,5860,190
2024-06-01,BR06,AML & Financial Crime,Training,1620,1780,160
2024-06-01,BR06,AML & Financial Crime,Other,2430,2420,-10
2024-06-01,BR06,Payments Ops,Staff,31190,31440,250
2024-06-01,BR06,Payments Ops,Technology & Systems,8500,9130,630
2024-06-01,BR06,Payments Ops,Screening & Data Vendors,3400,3320,-80
2024-06-01,BR06,Payments Ops,Premises,6800,7350,550
2024-06-01,BR06,Payments Ops,Outsourcing,3970,3790,-180
2024-06-01,BR06,Payments Ops,Training,1130,1130,0
2024-06-01,BR06,Payments Ops,Other,1700,1690,-10
2024-06-01,BR06,IT & Technology,Staff,53460,56380,2920
2024-06-01,BR06,IT & Technology,Technology & Systems,14580,13430,-1150
