case_id,customer_id,case_type,due_diligence_level,assigned_team,analyst_id,start_date,completion_date,sla_days,days_taken,sla_breached,id_verified,address_verified,source_of_funds_verified,source_of_wealth_verified,senior_mgmt_approval,status,rejection_reason,qa_check_passed,case_handling_hours
KYC01623,C01508,Onboarding,Simplified,KYC Onboarding,AN005,2025-09-01,2025-09-02,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC01624,C01509,Onboarding,Simplified,KYC Onboarding,AN005,2025-12-28,2025-12-31,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC01625,C01510,Onboarding,Standard,KYC Onboarding,AN009,2024-10-01,2024-10-06,10,5.0,N,N,Y,Y,N/A,N/A,Approved,,Y,3.0
KYC01626,C01511,Onboarding,Standard,KYC Onboarding,AN005,2025-03-02,2025-03-27,10,25.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,14.4
KYC01627,C01512,Onboarding,Standard,Business Due Diligence,AN026,2025-09-28,2025-10-03,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC01628,C01513,Onboarding,Standard,Business Due Diligence,AN022,2024-07-10,2024-07-23,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.3
KYC01629,C01514,Onboarding,Standard,KYC Onboarding,AN008,2025-12-20,2025-12-21,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC01630,C01515,Onboarding,Standard,Business Due Diligence,AN023,2024-08-05,2024-08-09,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.8
KYC01631,C01516,Onboarding,Simplified,KYC Onboarding,AN003,2025-12-04,2025-12-05,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.8
KYC01632,C01517,Onboarding,Simplified,KYC Onboarding,AN006,2024-06-16,2024-06-23,5,7.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,2.8
KYC01633,C01518,Onboarding,Standard,KYC Onboarding,AN005,2025-06-22,2025-07-01,10,9.0,N,N,Y,Y,N/A,N/A,Escalated to Compliance,,Y,6.9
KYC01634,C01519,Onboarding,Standard,Business Due Diligence,AN022,2025-01-17,2025-01-26,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.8
KYC01635,C01520,Onboarding,Standard,KYC Onboarding,AN002,2024-09-26,2024-09-30,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC01636,C01521,Onboarding,Standard,KYC Onboarding,AN010,2024-11-12,2024-11-13,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC01637,C01522,Onboarding,Standard,KYC Onboarding,AN004,2024-06-14,2024-06-16,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC01638,C01523,Onboarding,Standard,Business Due Diligence,AN025,2025-05-02,2025-05-07,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC01640,C01524,Onboarding,Standard,KYC Onboarding,AN009,2025-12-23,2025-12-26,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.2
KYC01641,C01525,Onboarding,Standard,KYC Onboarding,AN009,2025-03-04,2025-03-09,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC01642,C01526,Onboarding,Standard,Business Due Diligence,AN022,2024-07-17,2024-07-28,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.2
KYC01643,C01527,Onboarding,Standard,KYC Onboarding,AN005,2025-05-01,2025-05-03,10,2.0,N,Y,N,N,N/A,N/A,Approved,,Y,1.1
KYC01644,C01528,Onboarding,Simplified,KYC Onboarding,AN005,2024-11-15,2024-11-21,5,6.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,2.5
KYC01645,C01529,Onboarding,Standard,KYC Onboarding,AN010,2025-11-02,2025-11-16,10,14.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,7.8
KYC01646,C01530,Onboarding,Standard,KYC Onboarding,AN001,2024-07-12,2024-07-14,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.0
KYC01647,C01531,Onboarding,Standard,KYC Onboarding,AN006,2025-01-12,2025-01-13,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC01648,C01532,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2024-12-26,2025-02-24,30,60.0,Y,N,Y,Y,Y,N,Escalated to Compliance,,Y,39.7
KYC01650,C01533,Onboarding,Simplified,KYC Onboarding,AN007,2025-10-06,2025-10-07,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC01651,C01534,Onboarding,Simplified,KYC Onboarding,AN004,2024-03-18,2024-03-19,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC01652,C01535,Onboarding,Standard,Business Due Diligence,AN023,2025-03-27,2025-04-07,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.4
KYC01653,C01536,Onboarding,Standard,KYC Onboarding,AN007,2025-08-10,2025-08-13,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC01654,C01537,Onboarding,Simplified,KYC Onboarding,AN005,2024-09-20,2024-09-22,5,2.0,N,Y,N,Y,N/A,N/A,Approved,,Y,1.1
KYC01655,C01538,Onboarding,Standard,Business Due Diligence,AN024,2025-01-04,2025-01-15,10,11.0,Y,N,Y,Y,N/A,N/A,Approved,,Y,7.0
KYC01656,C01539,Onboarding,Standard,KYC Onboarding,AN006,2024-08-01,2024-08-03,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.7
KYC01657,C01540,Onboarding,Standard,Business Due Diligence,AN022,2024-10-31,2024-12-01,10,31.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,21.0
KYC01658,C01541,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2025-11-24,2025-12-22,30,28.0,N,Y,Y,Y,Y,Y,Approved,,Y,16.5
KYC01659,C01542,Onboarding,Standard,KYC Onboarding,AN009,2024-09-22,2024-10-01,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC01660,C01543,Onboarding,Standard,KYC Onboarding,AN007,2024-05-27,2024-05-29,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01661,C01544,Onboarding,Standard,KYC Onboarding,AN001,2025-02-24,2025-03-01,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC01662,C01545,Onboarding,Standard,KYC Onboarding,AN007,2024-12-05,2024-12-09,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.0
KYC01663,C01546,Onboarding,Standard,KYC Onboarding,AN006,2025-07-24,2025-08-01,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.1
KYC01664,C01547,Onboarding,Standard,KYC Onboarding,AN006,2024-01-27,2024-02-07,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.9
KYC01665,C01548,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2025-10-17,2025-11-28,30,42.0,Y,Y,Y,N,Y,N,Rejected,Sanctions match,Y,32.1
KYC01666,C01549,Onboarding,Standard,Business Due Diligence,AN025,2025-05-24,2025-06-06,10,13.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,6.1
KYC01667,C01550,Onboarding,Standard,Business Due Diligence,AN025,2025-09-07,2025-09-16,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC01668,C01551,Onboarding,Simplified,KYC Onboarding,AN002,2024-10-23,2024-10-31,5,8.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,4.3
KYC01669,C01552,Onboarding,Standard,KYC Onboarding,AN010,2024-11-19,2024-12-01,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,4.8
KYC01670,C01553,Onboarding,Standard,KYC Onboarding,AN006,2024-08-31,2024-09-03,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC01671,C01554,Onboarding,Standard,KYC Onboarding,AN007,2025-08-29,2025-09-19,10,21.0,Y,N,Y,Y,N/A,N/A,Approved,,Y,18.0
KYC01672,C01555,Onboarding,Standard,Business Due Diligence,AN026,2024-02-18,2024-02-26,10,8.0,N,Y,N,Y,N/A,N/A,Approved,,Y,6.2
KYC01673,C01556,Onboarding,Standard,KYC Onboarding,AN006,2025-01-21,2025-01-22,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC01674,C01557,Onboarding,Standard,KYC Onboarding,AN009,2024-07-05,2024-07-08,10,3.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,1.9
KYC01675,C01558,Onboarding,Standard,Business Due Diligence,AN023,2025-04-11,2025-04-15,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.3
KYC01677,C01559,Onboarding,Standard,KYC Onboarding,AN003,2025-12-02,2025-12-10,10,8.0,N,Y,N,Y,N/A,N/A,Approved,,N,4.7
KYC01678,C01560,Onboarding,Standard,KYC Onboarding,AN004,2025-05-06,2025-05-18,10,12.0,Y,Y,Y,N,N/A,N/A,Approved,,N,7.9
KYC01679,C01561,Onboarding,Standard,KYC Onboarding,AN007,2024-01-29,2024-02-01,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC01680,C01562,Onboarding,Standard,KYC Onboarding,AN003,2024-10-18,2024-10-25,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.2
KYC01681,C01563,Onboarding,Standard,Business Due Diligence,AN025,2024-01-22,2024-02-02,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC01682,C01564,Onboarding,Standard,KYC Onboarding,AN002,2024-12-18,2025-01-06,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,13.5
KYC01683,C01565,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-05-04,2024-05-31,30,27.0,N,Y,Y,N,N,Y,Approved,,Y,23.7
KYC01684,C01565,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-06-14,2025-07-30,30,46.0,Y,Y,Y,Y,Y,Y,Approved,,Y,28.3
KYC01685,C01566,Onboarding,Standard,Business Due Diligence,AN026,2025-05-19,2025-05-21,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC01686,C01567,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-01-23,2025-02-06,30,14.0,N,Y,Y,Y,Y,N,Rejected,Unverifiable identity,Y,11.1
KYC01687,C01568,Onboarding,Standard,KYC Onboarding,AN009,2024-08-13,2024-08-18,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.5
KYC01688,C01569,Onboarding,Standard,KYC Onboarding,AN002,2025-09-17,2025-09-20,10,3.0,N,Y,Y,Y,N/A,N/A,Rejected,Sanctions match,Y,2.5
KYC01689,C01570,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-06-29,2025-09-05,30,68.0,Y,Y,Y,N,Y,Y,Approved,,Y,29.4
KYC01690,C01571,Onboarding,Standard,KYC Onboarding,AN006,2025-03-31,2025-04-09,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,6.7
KYC01691,C01572,Onboarding,Standard,KYC Onboarding,AN004,2024-09-15,2024-09-19,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC01692,C01573,Onboarding,Standard,Business Due Diligence,AN025,2024-07-15,2024-07-19,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.6
KYC01693,C01574,Onboarding,Standard,KYC Onboarding,AN007,2025-02-28,2025-03-10,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.6
KYC01694,C01575,Onboarding,Standard,Business Due Diligence,AN025,2025-07-27,2025-08-13,10,17.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,12.5
KYC01695,C01576,Onboarding,Standard,Business Due Diligence,AN022,2025-09-01,2025-09-13,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.9
KYC01696,C01577,Onboarding,Standard,Business Due Diligence,AN024,2025-07-21,2025-07-23,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC01697,C01578,Onboarding,Standard,KYC Onboarding,AN007,2024-01-13,2024-01-21,10,8.0,N,Y,Y,N,N/A,N/A,Approved,,N,6.5
KYC01698,C01579,Onboarding,Standard,Business Due Diligence,AN026,2025-12-20,,10,,,N,Y,Y,N/A,N/A,Pending,,,0.0
KYC01699,C01580,Onboarding,Simplified,KYC Onboarding,AN001,2024-06-20,2024-06-24,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.3
KYC01700,C01581,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-01-07,2024-01-22,30,15.0,N,Y,Y,Y,N,Y,Approved,,Y,9.8
KYC01701,C01581,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-02-15,2025-03-05,30,18.0,N,Y,Y,Y,Y,N,Escalated to Compliance,,Y,8.5
KYC01702,C01582,Onboarding,Standard,Business Due Diligence,AN023,2025-02-14,2025-02-19,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC01703,C01583,Onboarding,Standard,Business Due Diligence,AN022,2024-11-27,2024-12-06,10,9.0,N,Y,N,N,N/A,N/A,Approved,,N,5.4
KYC01704,C01584,Onboarding,Standard,KYC Onboarding,AN002,2024-03-17,2024-03-20,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.7
KYC01705,C01585,Onboarding,Simplified,KYC Onboarding,AN003,2024-06-05,2024-06-06,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC01706,C01586,Onboarding,Standard,KYC Onboarding,AN001,2024-05-27,2024-05-29,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.9
KYC01707,C01587,Onboarding,Standard,KYC Onboarding,AN002,2024-11-14,2024-11-23,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.7
KYC01708,C01588,Onboarding,Simplified,KYC Onboarding,AN008,2025-06-27,2025-06-28,5,1.0,N,N,Y,N,N/A,N/A,Approved,,Y,0.7
KYC01709,C01589,Onboarding,Standard,KYC Onboarding,AN003,2025-05-11,2025-05-25,10,14.0,Y,Y,N,N,N/A,N/A,Approved,,Y,12.1
KYC01710,C01590,Onboarding,Standard,KYC Onboarding,AN006,2024-01-15,2024-01-23,10,8.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.3
KYC01711,C01591,Onboarding,Standard,Business Due Diligence,AN022,2024-05-07,2024-05-24,10,17.0,Y,Y,Y,Y,N/A,N/A,Rejected,Sanctions match,Y,12.0
KYC01712,C01592,Onboarding,Standard,Business Due Diligence,AN025,2025-03-19,2025-04-02,10,14.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,8.4
KYC01713,C01593,Onboarding,Standard,KYC Onboarding,AN005,2025-08-05,2025-08-08,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC01714,C01594,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-01-25,2024-02-02,30,8.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.2
KYC01715,C01594,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-02-17,2025-02-27,30,10.0,N,Y,Y,N,Y,Y,Approved,,Y,7.8
KYC01716,C01595,Onboarding,Standard,KYC Onboarding,AN001,2024-08-31,2024-09-03,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC01717,C01596,Onboarding,Standard,KYC Onboarding,AN002,2024-03-25,2024-04-01,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.5
KYC01718,C01597,Onboarding,Standard,KYC Onboarding,AN004,2024-12-17,2024-12-21,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.2
KYC01719,C01598,Onboarding,Standard,Business Due Diligence,AN022,2024-10-10,2024-10-23,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.2
KYC01720,C01599,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-05-07,2024-06-04,30,28.0,N,Y,Y,N,Y,Y,Approved,,Y,16.8
KYC01721,C01599,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-05-11,2025-07-24,30,74.0,Y,Y,N,N,Y,Y,Approved,,Y,47.7
KYC01722,C01600,Onboarding,Standard,Business Due Diligence,AN023,2025-12-06,2025-12-12,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.2
KYC01723,C01601,Onboarding,Standard,Business Due Diligence,AN022,2025-07-09,2025-07-28,10,19.0,Y,Y,Y,Y,N/A,N/A,Rejected,Incomplete documents,Y,16.3
KYC01724,C01602,Onboarding,Standard,Business Due Diligence,AN023,2025-01-30,2025-02-01,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC01725,C01603,Onboarding,Standard,KYC Onboarding,AN002,2025-07-13,2025-07-16,10,3.0,N,Y,N,Y,N/A,N/A,Approved,,Y,2.3
KYC01726,C01604,Onboarding,Simplified,KYC Onboarding,AN003,2024-08-12,2024-08-14,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC01727,C01605,Onboarding,Standard,KYC Onboarding,AN006,2025-11-14,2025-11-17,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.2
KYC01728,C01606,Onboarding,Standard,Business Due Diligence,AN022,2024-10-25,2024-11-12,10,18.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.5
KYC01729,C01607,Onboarding,Standard,KYC Onboarding,AN010,2024-10-06,2024-10-08,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.8
KYC01730,C01608,Onboarding,Standard,KYC Onboarding,AN006,2025-02-16,2025-03-01,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.4
KYC01731,C01609,Onboarding,Standard,Business Due Diligence,AN022,2025-02-23,2025-03-03,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.1
KYC01732,C01610,Onboarding,Standard,KYC Onboarding,AN007,2025-03-24,2025-03-27,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01733,C01611,Onboarding,Standard,Business Due Diligence,AN025,2025-08-28,2025-09-03,10,6.0,N,Y,N,Y,N/A,N/A,Approved,,Y,2.5
KYC01734,C01612,Onboarding,Standard,KYC Onboarding,AN007,2024-07-13,2024-07-15,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC01735,C01613,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2025-05-30,2025-06-08,30,9.0,N,Y,Y,Y,Y,N,Rejected,Unverifiable identity,Y,5.8
KYC01736,C01614,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-05-24,2024-05-31,30,7.0,N,Y,Y,N,Y,Y,Approved,,N,4.6
KYC01737,C01614,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-05-11,2025-05-31,30,20.0,N,Y,Y,N,Y,Y,Approved,,Y,8.2
KYC01738,C01615,Onboarding,Simplified,KYC Onboarding,AN002,2024-06-22,2024-06-25,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01739,C01616,Onboarding,Standard,Business Due Diligence,AN026,2024-12-25,2025-01-03,10,9.0,N,Y,N,Y,N/A,N/A,Approved,,Y,6.6
KYC01740,C01617,Onboarding,Standard,KYC Onboarding,AN005,2025-01-14,2025-01-18,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.5
KYC01741,C01618,Onboarding,Standard,KYC Onboarding,AN010,2025-04-16,2025-04-19,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01742,C01619,Onboarding,Standard,KYC Onboarding,AN007,2024-04-08,2024-04-18,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.2
KYC01743,C01620,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-08-16,2025-09-13,30,28.0,N,Y,Y,Y,Y,Y,Approved,,Y,23.4
KYC01744,C01621,Onboarding,Standard,KYC Onboarding,AN006,2025-02-07,2025-02-23,10,16.0,Y,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,13.7
KYC01745,C01622,Onboarding,Standard,KYC Onboarding,AN004,2025-03-07,2025-03-15,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,N,6.1
KYC01746,C01623,Onboarding,Standard,Business Due Diligence,AN024,2025-06-26,2025-07-04,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.2
KYC01747,C01624,Onboarding,Standard,KYC Onboarding,AN008,2025-05-18,2025-05-20,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.3
KYC01748,C01625,Onboarding,Simplified,KYC Onboarding,AN004,2024-11-08,2024-11-09,5,1.0,N,Y,Y,N,N/A,N/A,Rejected,Sanctions match,Y,0.7
KYC01749,C01626,Onboarding,Simplified,KYC Onboarding,AN002,2024-12-18,2024-12-24,5,6.0,Y,Y,Y,N,N/A,N/A,Approved,,N,4.5
KYC01750,C01626,Trigger Event Review,Simplified,KYC Periodic Review,AN011,2025-08-24,2025-08-26,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.3
KYC01751,C01627,Onboarding,Simplified,KYC Onboarding,AN010,2024-06-18,2024-06-21,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC01752,C01628,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2025-02-15,2025-03-26,30,39.0,Y,Y,Y,Y,Y,N,Rejected,Customer withdrew,Y,20.6
KYC01753,C01629,Onboarding,Standard,KYC Onboarding,AN008,2024-05-28,2024-05-31,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC01754,C01630,Onboarding,Simplified,KYC Onboarding,AN008,2025-04-09,2025-04-11,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01755,C01631,Onboarding,Standard,Business Due Diligence,AN026,2024-11-01,2024-11-02,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC01756,C01632,Onboarding,Standard,KYC Onboarding,AN001,2024-06-17,2024-06-19,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.6
KYC01757,C01633,Onboarding,Standard,Business Due Diligence,AN023,2024-12-10,2024-12-15,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.5
KYC01758,C01634,Onboarding,Standard,KYC Onboarding,AN002,2025-11-10,2025-11-15,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.0
KYC01759,C01635,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2025-02-11,2025-03-23,30,40.0,Y,Y,Y,Y,Y,Y,Approved,,Y,22.4
KYC01760,C01636,Onboarding,Standard,Business Due Diligence,AN023,2024-09-08,2024-09-13,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC01761,C01637,Onboarding,Standard,Business Due Diligence,AN022,2024-11-21,2024-11-22,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC01762,C01638,Onboarding,Standard,KYC Onboarding,AN002,2025-03-18,2025-03-24,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.3
KYC01763,C01639,Onboarding,Standard,KYC Onboarding,AN004,2024-04-22,2024-04-24,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.0
KYC01764,C01640,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-02-14,2025-05-11,30,86.0,Y,Y,Y,N,Y,Y,Approved,,Y,45.6
KYC01765,C01641,Onboarding,Standard,KYC Onboarding,AN005,2024-01-25,2024-01-31,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC01766,C01642,Onboarding,Standard,KYC Onboarding,AN010,2025-09-15,2025-09-26,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.3
KYC01767,C01643,Onboarding,Standard,KYC Onboarding,AN008,2025-03-17,2025-03-21,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.7
KYC01768,C01644,Onboarding,Standard,Business Due Diligence,AN022,2024-03-20,2024-04-10,10,21.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.9
KYC01769,C01645,Onboarding,Standard,Business Due Diligence,AN022,2024-12-06,2024-12-15,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.1
KYC01770,C01646,Onboarding,Simplified,KYC Onboarding,AN005,2025-10-04,2025-10-05,5,1.0,N,Y,N,N,N/A,N/A,Approved,,Y,0.6
KYC01771,C01647,Onboarding,Standard,Business Due Diligence,AN026,2025-12-06,2025-12-11,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC01772,C01648,Onboarding,Standard,KYC Onboarding,AN002,2024-04-08,2024-04-11,10,3.0,N,Y,Y,N,N/A,N/A,Rejected,Incomplete documents,N,2.3
KYC01773,C01649,Onboarding,Standard,KYC Onboarding,AN002,2024-07-14,2024-07-18,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.4
KYC01774,C01650,Onboarding,Simplified,KYC Onboarding,AN007,2024-04-11,2024-04-12,5,1.0,N,Y,Y,N,N/A,N/A,Rejected,Adverse media,N,0.8
KYC01775,C01651,Onboarding,Standard,KYC Onboarding,AN005,2024-09-24,2024-09-28,10,4.0,N,Y,Y,Y,N/A,N/A,Rejected,Source of funds unclear,Y,2.2
KYC01776,C01652,Onboarding,Standard,KYC Onboarding,AN002,2025-09-18,2025-09-24,10,6.0,N,Y,Y,N,N/A,N/A,Rejected,Sanctions match,Y,3.8
KYC01777,C01653,Onboarding,Standard,Business Due Diligence,AN026,2025-05-31,2025-06-05,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.8
KYC01778,C01653,Trigger Event Review,Standard,Business Due Diligence,AN023,2025-10-23,2025-10-24,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC01779,C01654,Onboarding,Standard,Business Due Diligence,AN025,2024-07-02,2024-07-10,10,8.0,N,Y,Y,N,N/A,N/A,Approved,,Y,6.2
KYC01780,C01655,Onboarding,Simplified,KYC Onboarding,AN006,2024-08-22,2024-08-26,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC01781,C01656,Onboarding,Standard,KYC Onboarding,AN004,2025-03-21,2025-03-22,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC01782,C01657,Onboarding,Standard,KYC Onboarding,AN003,2025-03-08,2025-03-13,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,N,3.8
KYC01783,C01658,Onboarding,Standard,Business Due Diligence,AN026,2024-12-01,2024-12-14,10,13.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,8.5
KYC01784,C01659,Onboarding,Standard,Business Due Diligence,AN025,2024-10-30,2024-11-06,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC01785,C01660,Onboarding,Standard,Business Due Diligence,AN024,2025-11-12,2025-11-17,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC01786,C01661,Onboarding,Standard,KYC Onboarding,AN008,2025-01-01,2025-01-04,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC01787,C01662,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2025-07-25,2025-07-31,30,6.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.9
KYC01788,C01663,Onboarding,Standard,KYC Onboarding,AN003,2025-12-01,2025-12-02,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
