alert_id,customer_id,alert_date,scenario,transaction_amount_gbp,counterparty_country,priority,analyst_id,status,closed_date,days_to_close,outcome,analyst_hours,sar_filed
ALT01700,C00528,2025-08-27,Unusual Activity vs Profile,11052.02,Pakistan,Medium,AN033,Closed,2025-09-06,10,Closed - False Positive,1.0,N
ALT03341,C00778,2025-08-27,Rapid Movement of Funds,5489.43,Russia,Medium,AN037,Closed,2025-08-30,3,Closed - False Positive,0.4,N
ALT03572,C02326,2025-08-27,Round-Amount Transfers,28718.49,United Kingdom,High,AN038,Closed,2025-09-06,10,Closed - False Positive,1.1,N
ALT04142,C02545,2025-08-27,Unusual Activity vs Profile,36133.17,United Kingdom,Low,AN040,Closed,2025-09-01,5,Closed - False Positive,0.4,N
ALT05564,C00970,2025-08-27,Rapid Movement of Funds,11685.99,Nigeria,High,AN034,Closed,2025-09-01,5,Closed - False Positive,1.1,N
ALT01086,C00956,2025-08-27,High-Risk Jurisdiction Transfer,63706.76,Ireland,High,AN037,Closed,2025-09-01,5,Closed - False Positive,1.0,N
ALT05383,C01233,2025-08-27,Unusual Activity vs Profile,108346.92,United Kingdom,High,AN039,Closed,2025-09-02,6,Closed - False Positive,0.6,N
ALT00970,C00661,2025-08-27,Dormant Account Reactivation,80631.78,Hong Kong,High,AN033,Closed,2025-08-30,3,Closed - False Positive,0.6,N
ALT06363,C01340,2025-08-27,Dormant Account Reactivation,861.42,United Kingdom,Low,AN039,Closed,2025-08-30,3,Closed - False Positive,0.6,N
ALT02801,C02908,2025-08-27,Rapid Movement of Funds,28730.21,United Kingdom,Medium,AN033,Closed,2025-10-04,38,SAR Filed,9.9,Y
ALT01711,C00855,2025-08-27,Structuring,7200.4,United Kingdom,Medium,AN038,Closed,2025-09-04,8,Closed - False Positive,0.9,N
ALT04604,C01657,2025-08-28,Large Cash Deposit,41017.9,United Kingdom,Medium,AN037,Closed,2025-09-03,6,Closed - False Positive,1.1,N
ALT05910,C01935,2025-08-28,Unusual Activity vs Profile,15001.46,India,Low,AN040,Closed,2025-08-31,3,Closed - False Positive,1.0,N
ALT02210,C01033,2025-08-28,Large Cash Deposit,37732.93,United Kingdom,Low,AN038,Closed,2025-08-30,2,Closed - False Positive,0.4,N
ALT05877,C01577,2025-08-28,Large Cash Deposit,35832.51,United Kingdom,Low,AN035,Closed,2025-08-29,1,Closed - False Positive,0.8,N
ALT02088,C02048,2025-08-28,Round-Amount Transfers,3651.48,United States,Low,AN035,Closed,2025-09-05,8,Closed - False Positive,0.3,N
ALT05095,C02520,2025-08-28,High-Risk Jurisdiction Transfer,2255.73,United Kingdom,Medium,AN033,Closed,2025-09-04,7,Closed - False Positive,0.6,N
ALT01106,C00017,2025-08-28,Round-Amount Transfers,12328.46,United Kingdom,High,AN035,Closed,2025-08-31,3,Closed - False Positive,0.8,N
ALT03040,C01974,2025-08-28,Large Cash Deposit,20568.85,United Kingdom,High,AN034,Closed,2025-09-07,10,Closed - False Positive,0.9,N
ALT06122,C00949,2025-08-28,Dormant Account Reactivation,9219.35,United Kingdom,High,AN038,Closed,2025-08-31,3,Closed - False Positive,0.7,N
ALT01941,C02717,2025-08-28,High-Risk Jurisdiction Transfer,9989.87,India,Low,AN039,Closed,2025-09-08,11,Closed - False Positive,1.1,N
ALT03666,C02373,2025-08-28,Large Cash Deposit,55191.8,Cyprus,High,AN040,Closed,2025-08-30,2,Closed - False Positive,1.0,N
ALT06202,C02630,2025-08-28,Large Cash Deposit,22316.99,United Kingdom,High,AN039,Closed,2025-09-03,6,Closed - False Positive,0.5,N
ALT02544,C01405,2025-08-28,Large Cash Deposit,23577.77,United Kingdom,High,AN036,Closed,2025-09-05,8,Closed - False Positive,0.7,N
ALT01765,C01063,2025-08-28,Structuring,8126.76,United States,High,AN038,Closed,2025-08-30,2,Closed - False Positive,0.8,N
ALT05200,C02545,2025-08-28,Rapid Movement of Funds,6355.42,Cyprus,Medium,AN040,Closed,2025-09-01,4,Closed - False Positive,0.6,N
ALT04705,C02326,2025-08-28,Round-Amount Transfers,7457.85,United Kingdom,High,AN040,Closed,2025-09-09,12,Closed - False Positive,1.0,N
ALT02672,C00763,2025-08-28,Unusual Activity vs Profile,27688.4,United Kingdom,High,AN039,Closed,2025-09-13,16,Escalated to Investigation,4.0,N
ALT01122,C01970,2025-08-28,High-Risk Jurisdiction Transfer,8163.78,Nigeria,High,AN037,Closed,2025-09-01,4,Closed - False Positive,1.1,N
ALT05458,C02504,2025-08-28,Round-Amount Transfers,4614.19,United Kingdom,Medium,AN037,Closed,2025-09-06,9,Closed - False Positive,0.6,N
ALT00065,C01803,2025-08-28,Structuring,7434.0,United Kingdom,High,AN036,Closed,2025-09-01,4,Closed - False Positive,0.8,N
ALT06456,C02274,2025-08-29,Large Cash Deposit,36346.37,France,Medium,AN037,Closed,2025-09-11,13,Closed - False Positive,1.1,N
ALT04336,C02097,2025-08-29,Rapid Movement of Funds,3643.55,United Kingdom,Low,AN038,Closed,2025-09-01,3,Closed - False Positive,0.4,N
ALT00246,C01955,2025-08-29,Round-Amount Transfers,24876.29,Nigeria,Medium,AN033,Closed,2025-09-01,3,Closed - False Positive,0.3,N
ALT03133,C00487,2025-08-29,Large Cash Deposit,28223.9,United States,Low,AN033,Closed,2025-09-02,4,Closed - False Positive,0.6,N
ALT04305,C00691,2025-08-29,High-Risk Jurisdiction Transfer,21782.66,United Kingdom,Low,AN034,Closed,2025-09-01,3,Closed - False Positive,0.9,N
ALT00039,C01735,2025-08-29,High-Risk Jurisdiction Transfer,9036.28,Nigeria,Medium,AN036,Closed,2025-09-01,3,Closed - False Positive,0.4,N
ALT02290,C02615,2025-08-29,Round-Amount Transfers,8086.58,United Kingdom,High,AN037,Closed,2025-09-10,12,Closed - False Positive,0.4,N
ALT00678,C02292,2025-08-29,Rapid Movement of Funds,28848.39,United Kingdom,High,AN036,Closed,2025-09-02,4,Closed - False Positive,0.8,N
ALT04890,C02340,2025-08-29,Unusual Activity vs Profile,50025.86,United Kingdom,High,AN037,Closed,2025-09-07,9,Closed - False Positive,1.2,N
ALT05268,C00529,2025-08-29,High-Risk Jurisdiction Transfer,35360.31,United Kingdom,Medium,AN039,Closed,2025-09-09,11,Closed - False Positive,1.1,N
ALT05456,C00520,2025-08-29,Structuring,9635.06,Pakistan,Low,AN036,Closed,2025-09-03,5,Closed - False Positive,0.6,N
ALT01997,C00484,2025-08-29,High-Risk Jurisdiction Transfer,2742.02,Nigeria,Low,AN037,Closed,2025-10-01,33,Escalated to Investigation,10.8,N
ALT01667,C00921,2025-08-29,Structuring,7060.73,Pakistan,Low,AN037,Closed,2025-08-31,2,Closed - False Positive,1.1,N
ALT05827,C02004,2025-08-29,Rapid Movement of Funds,3190.75,United Kingdom,High,AN037,Closed,2025-08-31,2,Closed - False Positive,0.6,N
ALT02093,C00661,2025-08-29,Dormant Account Reactivation,45970.73,UAE,High,AN034,Closed,2025-08-30,1,Closed - False Positive,0.7,N
ALT03277,C02087,2025-08-29,Large Cash Deposit,45808.36,United Kingdom,Medium,AN035,Closed,2025-09-01,3,Closed - False Positive,0.9,N
ALT01504,C01845,2025-08-29,Rapid Movement of Funds,48712.33,United Kingdom,Low,AN037,Closed,2025-09-12,14,Closed - False Positive,1.0,N
ALT01475,C02879,2025-08-29,Unusual Activity vs Profile,30712.67,Cyprus,Medium,AN036,Closed,2025-09-09,11,Closed - False Positive,1.1,N
ALT05514,C01460,2025-08-29,Structuring,7601.8,United Kingdom,High,AN036,Closed,2025-09-03,5,Closed - False Positive,0.6,N
ALT02005,C01672,2025-08-29,Large Cash Deposit,51445.92,Ireland,High,AN034,Closed,2025-08-31,2,Closed - False Positive,0.6,N
ALT04951,C00155,2025-08-30,Round-Amount Transfers,3907.37,United Kingdom,Low,AN040,Closed,2025-09-18,19,SAR Filed,11.4,Y
ALT01972,C00485,2025-08-30,High-Risk Jurisdiction Transfer,34869.96,United Kingdom,High,AN038,Closed,2025-09-16,17,Closed - False Positive,0.4,N
ALT01116,C01233,2025-08-30,Dormant Account Reactivation,9018.33,United Kingdom,Medium,AN034,Closed,2025-09-02,3,Closed - False Positive,0.6,N
ALT02743,C02351,2025-08-30,High-Risk Jurisdiction Transfer,19317.53,United Kingdom,Low,AN036,Closed,2025-09-08,9,Closed - False Positive,0.6,N
ALT01827,C01122,2025-08-30,Unusual Activity vs Profile,73945.41,United Kingdom,High,AN036,Closed,2025-09-12,13,Closed - False Positive,0.7,N
ALT01668,C00347,2025-08-30,Rapid Movement of Funds,10974.58,United Kingdom,Low,AN036,Closed,2025-09-03,4,Closed - False Positive,0.7,N
ALT02555,C02791,2025-08-30,Unusual Activity vs Profile,4394.55,United Kingdom,Medium,AN036,Closed,2025-09-04,5,Closed - False Positive,0.7,N
ALT02404,C01592,2025-08-30,Rapid Movement of Funds,13618.98,United Kingdom,Low,AN040,Closed,2025-08-31,1,Closed - False Positive,0.5,N
ALT03826,C02775,2025-08-30,Dormant Account Reactivation,1859.03,Nigeria,Low,AN037,Closed,2025-09-03,4,Closed - False Positive,1.2,N
ALT04671,C00501,2025-08-30,Round-Amount Transfers,3890.8,India,Low,AN039,Closed,2025-09-20,21,SAR Filed,5.8,Y
ALT01578,C01824,2025-08-30,High-Risk Jurisdiction Transfer,3568.47,United Kingdom,Low,AN034,Closed,2025-09-06,7,Closed - False Positive,0.5,N
ALT03931,C02037,2025-08-30,Large Cash Deposit,42100.68,Cyprus,Medium,AN038,Closed,2025-09-05,6,Closed - False Positive,0.7,N
ALT02229,C00227,2025-08-30,Unusual Activity vs Profile,87202.59,Ireland,High,AN037,Closed,2025-09-04,5,Closed - False Positive,0.9,N
ALT05354,C00506,2025-08-31,Round-Amount Transfers,7783.51,United Kingdom,Low,AN039,Closed,2025-09-05,5,Closed - False Positive,1.2,N
ALT02688,C00171,2025-08-31,Dormant Account Reactivation,16787.0,United Kingdom,Medium,AN038,Closed,2025-09-14,14,Closed - False Positive,0.8,N
ALT04113,C02852,2025-08-31,Unusual Activity vs Profile,36200.01,United Kingdom,Low,AN036,Closed,2025-09-08,8,Closed - False Positive,0.7,N
ALT00150,C00457,2025-08-31,Dormant Account Reactivation,18443.45,United Kingdom,Medium,AN040,Closed,2025-09-07,7,Closed - False Positive,0.4,N
ALT01758,C00511,2025-08-31,Dormant Account Reactivation,58593.06,United Kingdom,High,AN034,Closed,2025-09-06,6,Closed - False Positive,0.7,N
ALT05037,C00374,2025-08-31,Unusual Activity vs Profile,7557.11,United States,Low,AN036,Closed,2025-09-04,4,Closed - False Positive,1.2,N
ALT01730,C00755,2025-08-31,Structuring,8915.88,India,Medium,AN040,Closed,2025-09-07,7,Closed - False Positive,0.8,N
ALT01986,C01141,2025-08-31,Round-Amount Transfers,3771.57,United Kingdom,Medium,AN039,Closed,2025-09-04,4,Closed - False Positive,0.5,N
ALT05276,C02352,2025-08-31,Rapid Movement of Funds,33603.24,United Kingdom,High,AN033,Closed,2025-09-07,7,Closed - False Positive,0.5,N
ALT04419,C02173,2025-08-31,Round-Amount Transfers,4730.02,United Kingdom,High,AN040,Closed,2025-09-02,2,Closed - False Positive,0.9,N
ALT06199,C02158,2025-08-31,Unusual Activity vs Profile,20071.78,United Kingdom,Medium,AN035,Closed,2025-09-28,28,Escalated to Investigation,11.3,N
ALT02983,C00917,2025-08-31,Dormant Account Reactivation,8268.31,Pakistan,Low,AN034,Closed,2025-09-14,14,Closed - False Positive,0.4,N
ALT06135,C01219,2025-08-31,High-Risk Jurisdiction Transfer,14545.25,United Kingdom,High,AN038,Closed,2025-09-02,2,Closed - False Positive,0.9,N
ALT03131,C01739,2025-08-31,Large Cash Deposit,39176.3,United Kingdom,Low,AN039,Closed,2025-09-08,8,Closed - False Positive,0.7,N
ALT02483,C02292,2025-08-31,High-Risk Jurisdiction Transfer,7361.45,UAE,High,AN034,Closed,2025-09-02,2,Closed - False Positive,0.3,N
ALT01797,C00883,2025-08-31,Unusual Activity vs Profile,27989.71,Pakistan,Low,AN037,Closed,2025-09-03,3,Closed - False Positive,0.9,N
ALT03032,C02470,2025-09-01,High-Risk Jurisdiction Transfer,39148.73,United Kingdom,High,AN036,Closed,2025-09-07,6,Closed - False Positive,0.7,N
ALT06015,C02107,2025-09-01,Dormant Account Reactivation,68933.1,UAE,High,AN036,Closed,2025-09-08,7,Closed - False Positive,0.8,N
ALT02169,C00349,2025-09-01,Large Cash Deposit,23313.55,United Kingdom,Low,AN038,Closed,2025-09-04,3,Closed - False Positive,0.7,N
ALT05335,C02807,2025-09-01,Large Cash Deposit,39249.71,Panama,High,AN040,Closed,2025-09-09,8,Closed - False Positive,0.4,N
ALT05345,C00984,2025-09-01,Dormant Account Reactivation,20631.5,India,High,AN038,Closed,2025-09-06,5,Closed - False Positive,0.4,N
ALT02965,C01424,2025-09-01,High-Risk Jurisdiction Transfer,24740.08,United Kingdom,Medium,AN037,Closed,2025-10-07,36,Escalated to Investigation,12.6,N
ALT01139,C01025,2025-09-01,High-Risk Jurisdiction Transfer,11988.94,United Kingdom,Medium,AN040,Closed,2025-09-05,4,Closed - False Positive,0.3,N
ALT06283,C00740,2025-09-01,Structuring,7346.79,United Kingdom,Low,AN038,Closed,2025-09-08,7,Closed - False Positive,0.8,N
ALT04775,C01631,2025-09-01,Unusual Activity vs Profile,57845.75,United States,High,AN036,Closed,2025-09-08,7,Closed - False Positive,1.1,N
ALT02286,C00299,2025-09-01,Unusual Activity vs Profile,13355.39,United Kingdom,Low,AN034,Closed,2025-09-05,4,Closed - False Positive,0.5,N
ALT03467,C01575,2025-09-01,Rapid Movement of Funds,5010.31,United Kingdom,Medium,AN034,Closed,2025-09-12,11,Closed - False Positive,0.5,N
ALT05581,C02118,2025-09-01,Unusual Activity vs Profile,18318.02,United Kingdom,High,AN039,Closed,2025-09-03,2,Closed - False Positive,0.7,N
ALT06258,C02987,2025-09-01,Large Cash Deposit,23402.71,United Kingdom,Medium,AN038,Closed,2025-09-08,7,Closed - False Positive,0.8,N
ALT03902,C02713,2025-09-01,Structuring,7953.92,United Kingdom,Medium,AN037,Closed,2025-09-07,6,Closed - False Positive,0.3,N
ALT05728,C02429,2025-09-01,Round-Amount Transfers,8347.19,United Kingdom,Low,AN038,Closed,2025-09-11,10,Closed - False Positive,0.8,N
ALT02931,C01285,2025-09-01,Dormant Account Reactivation,18003.98,India,High,AN038,Closed,2025-09-03,2,Closed - False Positive,0.5,N
ALT02961,C01922,2025-09-02,Structuring,7243.3,Ireland,Medium,AN034,Closed,2025-09-07,5,Closed - False Positive,0.6,N
ALT02994,C00274,2025-09-02,Rapid Movement of Funds,30732.83,Nigeria,Medium,AN040,Closed,2025-09-15,13,Closed - False Positive,0.7,N
ALT00588,C02623,2025-09-02,Round-Amount Transfers,11254.35,UAE,Low,AN039,Closed,2025-09-03,1,Closed - False Positive,1.1,N
ALT06284,C01877,2025-09-02,Unusual Activity vs Profile,6974.63,United Kingdom,Low,AN039,Closed,2025-09-11,9,Closed - False Positive,0.6,N
ALT00989,C01868,2025-09-02,Dormant Account Reactivation,19949.07,United Kingdom,Medium,AN033,Closed,2025-09-11,9,Closed - False Positive,0.9,N
ALT06223,C01117,2025-09-02,Unusual Activity vs Profile,18666.22,United Kingdom,Medium,AN035,Closed,2025-09-07,5,Closed - False Positive,0.6,N
ALT06094,C02012,2025-09-02,Dormant Account Reactivation,6504.37,United Kingdom,Medium,AN033,Closed,2025-09-07,5,Closed - False Positive,0.9,N
ALT04320,C01236,2025-09-02,Round-Amount Transfers,16200.28,United Kingdom,High,AN035,Closed,2025-09-04,2,Closed - False Positive,1.2,N
ALT04354,C01846,2025-09-02,High-Risk Jurisdiction Transfer,8869.78,United Kingdom,Low,AN038,Closed,2025-09-05,3,Closed - False Positive,0.6,N
ALT03559,C01003,2025-09-02,Dormant Account Reactivation,4722.72,United Kingdom,Low,AN038,Closed,2025-09-17,15,Closed - False Positive,1.2,N
ALT05429,C02656,2025-09-02,Unusual Activity vs Profile,39985.21,United Kingdom,High,AN037,Closed,2025-09-17,15,Closed - False Positive,0.8,N
ALT06443,C02336,2025-09-03,Round-Amount Transfers,12508.45,United Kingdom,High,AN035,Closed,2025-10-03,30,Escalated to Investigation,6.4,N
ALT05534,C01935,2025-09-03,Structuring,8146.89,United Kingdom,Medium,AN038,Closed,2025-09-06,3,Closed - False Positive,0.8,N
ALT05749,C01824,2025-09-03,Round-Amount Transfers,14555.15,Germany,Medium,AN036,Closed,2025-09-10,7,Closed - False Positive,1.0,N
ALT05205,C00995,2025-09-03,Rapid Movement of Funds,25864.71,United Kingdom,Medium,AN037,Closed,2025-09-07,4,Closed - False Positive,0.8,N
ALT04713,C00604,2025-09-03,Dormant Account Reactivation,11501.2,United Kingdom,Low,AN039,Closed,2025-10-11,38,SAR Filed,3.6,Y
ALT06058,C02931,2025-09-03,Rapid Movement of Funds,12126.11,United Kingdom,High,AN038,Closed,2025-09-11,8,Closed - False Positive,0.9,N
ALT04423,C00661,2025-09-03,Unusual Activity vs Profile,1261.88,United Kingdom,High,AN039,Closed,2025-09-16,13,Closed - False Positive,0.5,N
ALT05281,C00650,2025-09-03,Unusual Activity vs Profile,24925.95,India,High,AN039,Closed,2025-09-07,4,Closed - False Positive,0.6,N
ALT06500,C02632,2025-09-03,Rapid Movement of Funds,7550.68,United Kingdom,Medium,AN038,Closed,2025-09-18,15,Escalated to Investigation,4.3,N
ALT00088,C02353,2025-09-03,High-Risk Jurisdiction Transfer,21080.36,Hong Kong,Medium,AN037,Closed,2025-09-18,15,Closed - False Positive,1.1,N
ALT01573,C01021,2025-09-03,Round-Amount Transfers,27232.28,United Kingdom,Medium,AN034,Closed,2025-09-11,8,Closed - False Positive,1.2,N
ALT00887,C00780,2025-09-03,Structuring,7875.37,United Kingdom,Medium,AN038,Closed,2025-09-10,7,Closed - False Positive,0.8,N
ALT01565,C00949,2025-09-03,Unusual Activity vs Profile,15608.41,United Kingdom,High,AN033,Closed,2025-09-08,5,Closed - False Positive,0.5,N
ALT00704,C01667,2025-09-03,Rapid Movement of Funds,36653.42,Germany,High,AN039,Closed,2025-09-11,8,Closed - False Positive,0.8,N
ALT01664,C01175,2025-09-03,Round-Amount Transfers,27390.13,UAE,High,AN033,Closed,2025-09-11,8,Escalated to Investigation,13.9,N
ALT02064,C00329,2025-09-03,Unusual Activity vs Profile,3206.77,India,Low,AN035,Closed,2025-09-07,4,Closed - False Positive,0.8,N
ALT01053,C01523,2025-09-03,Rapid Movement of Funds,68008.64,United Kingdom,High,AN038,Closed,2025-09-09,6,Closed - False Positive,1.0,N
ALT02650,C01627,2025-09-04,High-Risk Jurisdiction Transfer,32155.21,United Kingdom,Medium,AN033,Closed,2025-09-09,5,Closed - False Positive,0.9,N
ALT01661,C00493,2025-09-04,Rapid Movement of Funds,15787.11,Ireland,Low,AN034,Closed,2025-09-10,6,Closed - False Positive,1.1,N
ALT03737,C02522,2025-09-04,Structuring,8134.99,United Kingdom,Medium,AN038,Closed,2025-09-08,4,Closed - False Positive,0.5,N
ALT03742,C01215,2025-09-04,Round-Amount Transfers,1006.93,United Kingdom,Low,AN039,Closed,2025-09-11,7,Closed - False Positive,0.5,N
ALT05152,C00138,2025-09-04,Dormant Account Reactivation,30081.48,France,High,AN038,Closed,2025-09-16,12,Closed - False Positive,0.8,N
ALT05251,C01657,2025-09-04,High-Risk Jurisdiction Transfer,17189.4,United Kingdom,Low,AN038,Closed,2025-09-07,3,Closed - False Positive,1.1,N
ALT00824,C02034,2025-09-04,Dormant Account Reactivation,3277.8,United Kingdom,Medium,AN040,Closed,2025-09-09,5,Closed - False Positive,0.4,N
ALT01377,C01610,2025-09-04,Unusual Activity vs Profile,15616.12,United Kingdom,Medium,AN039,Closed,2025-09-06,2,Closed - False Positive,0.6,N
ALT03943,C01158,2025-09-04,Round-Amount Transfers,20849.53,India,Medium,AN037,Closed,2025-09-12,8,Closed - False Positive,0.9,N
ALT03420,C01131,2025-09-04,Round-Amount Transfers,2567.38,France,Medium,AN036,Closed,2025-09-17,13,Closed - False Positive,0.8,N
ALT03881,C00755,2025-09-04,Rapid Movement of Funds,10341.11,United Kingdom,Medium,AN039,Closed,2025-09-12,8,Closed - False Positive,0.6,N
ALT01983,C02971,2025-09-04,High-Risk Jurisdiction Transfer,86363.3,United Kingdom,High,AN034,Closed,2025-09-08,4,Closed - False Positive,0.5,N
ALT00325,C00604,2025-09-04,Rapid Movement of Funds,13330.65,United Kingdom,Medium,AN038,Closed,2025-09-09,5,Closed - False Positive,0.5,N
ALT05101,C02774,2025-09-04,Rapid Movement of Funds,15896.82,United Kingdom,Medium,AN037,Closed,2025-09-08,4,Closed - False Positive,0.7,N
ALT03960,C01964,2025-09-04,High-Risk Jurisdiction Transfer,33115.68,United Kingdom,Medium,AN039,Closed,2025-09-16,12,Closed - False Positive,0.8,N
ALT00877,C01895,2025-09-05,Structuring,7241.07,United Kingdom,Medium,AN038,Closed,2025-09-17,12,Closed - False Positive,0.7,N
ALT05507,C02556,2025-09-05,Round-Amount Transfers,45181.6,United Kingdom,High,AN034,Closed,2025-09-07,2,Closed - False Positive,0.5,N
ALT00147,C00022,2025-09-05,Unusual Activity vs Profile,97894.9,India,High,AN039,Closed,2025-09-13,8,Closed - False Positive,0.8,N
ALT00034,C01456,2025-09-05,Unusual Activity vs Profile,10090.89,Ireland,High,AN033,Closed,2025-09-08,3,Closed - False Positive,0.3,N
ALT01992,C00051,2025-09-05,Structuring,7580.68,UAE,High,AN033,Closed,2025-09-23,18,SAR Filed,5.3,Y
ALT05663,C01274,2025-09-05,Structuring,7474.52,United Kingdom,High,AN035,Closed,2025-09-07,2,Closed - False Positive,1.1,N
ALT04758,C01904,2025-09-05,Round-Amount Transfers,11077.81,France,High,AN034,Closed,2025-09-09,4,Closed - False Positive,0.9,N
ALT00876,C00955,2025-09-05,Rapid Movement of Funds,17271.35,Nigeria,Medium,AN039,Closed,2025-09-15,10,Closed - False Positive,0.7,N
ALT06207,C01307,2025-09-05,Unusual Activity vs Profile,2530.91,UAE,High,AN034,Closed,2025-09-11,6,Closed - False Positive,1.0,N
ALT01300,C01719,2025-09-05,Unusual Activity vs Profile,13677.45,United Kingdom,High,AN040,Closed,2025-09-07,2,Closed - False Positive,0.9,N
ALT00008,C00209,2025-09-05,Unusual Activity vs Profile,24446.89,United Kingdom,Low,AN035,Closed,2025-09-11,6,Closed - False Positive,0.5,N
ALT00504,C02711,2025-09-05,Unusual Activity vs Profile,5463.12,Russia,Medium,AN036,Closed,2025-09-09,4,Closed - False Positive,0.5,N
ALT03898,C00191,2025-09-05,Large Cash Deposit,47294.89,Hong Kong,Low,AN033,Closed,2025-09-09,4,Closed - False Positive,0.6,N
ALT00706,C02461,2025-09-05,High-Risk Jurisdiction Transfer,1559.18,United Kingdom,Medium,AN035,Closed,2025-09-08,3,Closed - False Positive,1.1,N
ALT05108,C02694,2025-09-05,Rapid Movement of Funds,20907.18,India,High,AN033,Closed,2025-09-14,9,Closed - False Positive,0.5,N
ALT04168,C02098,2025-09-05,Rapid Movement of Funds,19472.37,United Kingdom,Medium,AN036,Closed,2025-09-16,11,SAR Filed,10.0,Y
ALT06271,C01316,2025-09-05,Structuring,8768.88,Cyprus,Medium,AN037,Closed,2025-09-09,4,Closed - False Positive,1.1,N
ALT02027,C00185,2025-09-06,Structuring,7041.36,United Kingdom,Medium,AN038,Closed,2025-09-12,6,Closed - False Positive,0.4,N
ALT06414,C02284,2025-09-06,Rapid Movement of Funds,39123.16,UAE,High,AN035,Closed,2025-09-15,9,Closed - False Positive,1.1,N
ALT05430,C02492,2025-09-06,Large Cash Deposit,44944.75,United Kingdom,High,AN040,Closed,2025-09-16,10,Closed - False Positive,0.6,N
ALT04001,C02224,2025-09-06,Unusual Activity vs Profile,12125.62,Nigeria,Low,AN034,Closed,2025-09-12,6,Closed - False Positive,0.5,N
ALT01368,C01618,2025-09-06,Structuring,8178.92,United Kingdom,Medium,AN034,Closed,2025-09-11,5,Closed - False Positive,0.3,N
ALT03795,C00489,2025-09-06,Unusual Activity vs Profile,42758.45,United Kingdom,Low,AN037,Closed,2025-09-09,3,Closed - False Positive,0.9,N
ALT05072,C00875,2025-09-06,Rapid Movement of Funds,6152.42,United Kingdom,Low,AN033,Closed,2025-09-19,13,Closed - False Positive,1.0,N
ALT06411,C02816,2025-09-06,Large Cash Deposit,45703.95,United Kingdom,High,AN039,Closed,2025-09-24,18,SAR Filed,10.0,Y
ALT01162,C00069,2025-09-06,High-Risk Jurisdiction Transfer,40335.01,Pakistan,Medium,AN033,Closed,2025-09-13,7,Closed - False Positive,0.7,N
ALT00762,C01088,2025-09-06,Rapid Movement of Funds,21559.17,United Kingdom,High,AN038,Closed,2025-09-10,4,Closed - False Positive,0.3,N
ALT01696,C02352,2025-09-06,Rapid Movement of Funds,21466.48,United Kingdom,High,AN033,Closed,2025-09-08,2,Closed - False Positive,0.8,N
ALT00132,C02641,2025-09-06,Dormant Account Reactivation,29022.84,United Kingdom,Medium,AN039,Closed,2025-09-11,5,Closed - False Positive,0.8,N
ALT04272,C02914,2025-09-06,Rapid Movement of Funds,89250.96,United Kingdom,High,AN038,Closed,2025-09-12,6,Closed - False Positive,0.9,N
ALT04804,C01039,2025-09-06,Rapid Movement of Funds,19506.2,United Kingdom,Low,AN033,Closed,2025-09-13,7,Closed - False Positive,0.7,N
ALT05211,C01425,2025-09-06,Large Cash Deposit,58727.38,United Kingdom,High,AN036,Closed,2025-09-13,7,Closed - False Positive,0.5,N
ALT06380,C01535,2025-09-06,Unusual Activity vs Profile,33551.58,United Kingdom,Medium,AN040,Closed,2025-09-09,3,Closed - False Positive,0.5,N
ALT01482,C02882,2025-09-06,Dormant Account Reactivation,15928.61,United Kingdom,Medium,AN033,Closed,2025-09-22,16,Closed - False Positive,1.0,N
ALT05996,C00240,2025-09-06,Rapid Movement of Funds,11618.44,United Kingdom,Medium,AN039,Closed,2025-09-08,2,Closed - False Positive,0.4,N
ALT02344,C02882,2025-09-06,Structuring,9406.02,United Kingdom,Medium,AN040,Closed,2025-09-13,7,Closed - False Positive,0.8,N
ALT05635,C02923,2025-09-06,Large Cash Deposit,27333.31,United Kingdom,Low,AN040,Closed,2025-09-09,3,Closed - False Positive,0.3,N
ALT02321,C01544,2025-09-06,Dormant Account Reactivation,29539.68,United Kingdom,Medium,AN035,Closed,2025-09-09,3,Closed - False Positive,0.5,N
ALT00480,C00308,2025-09-07,High-Risk Jurisdiction Transfer,6219.81,United Kingdom,Medium,AN035,Closed,2025-09-19,12,Closed - False Positive,1.1,N
ALT00614,C01657,2025-09-07,Unusual Activity vs Profile,19085.11,UAE,Low,AN038,Closed,2025-09-22,15,Closed - False Positive,0.9,N
ALT04151,C00778,2025-09-07,Rapid Movement of Funds,19573.36,United Kingdom,Medium,AN039,Closed,2025-09-14,7,Closed - False Positive,0.3,N
ALT05707,C00679,2025-09-07,High-Risk Jurisdiction Transfer,39824.44,United Kingdom,Low,AN033,Closed,2025-09-09,2,Closed - False Positive,0.4,N
ALT04727,C00754,2025-09-07,Structuring,9885.45,Germany,Low,AN038,Closed,2025-09-10,3,Closed - False Positive,0.5,N
ALT04602,C00784,2025-09-07,Structuring,7936.16,Ireland,Low,AN039,Closed,2025-09-13,6,Closed - False Positive,1.2,N
ALT00764,C02175,2025-09-07,Unusual Activity vs Profile,3559.97,France,Low,AN037,Closed,2025-09-11,4,Closed - False Positive,0.4,N
ALT04800,C02294,2025-09-07,Structuring,7004.74,UAE,Medium,AN033,Closed,2025-09-23,16,Closed - False Positive,1.2,N
ALT03940,C00849,2025-09-07,High-Risk Jurisdiction Transfer,21823.56,Pakistan,High,AN033,Closed,2025-09-14,7,Closed - False Positive,0.7,N
